query_id,user_id,query_text,category,use_case,budget_min,budget_max,preferred_brand,primary_preference,pref_performance,pref_battery,pref_portability,pref_display,pref_camera,pref_audio,pref_gaming,pref_office,pref_connectivity,pref_quality,pref_sustainability,query_time,split
Q003691,U00180,预算1100元，主要用于编程开发，希望轻便易携带，帮我推荐键鼠套装,键鼠套装,编程开发,799,1100,澄光,portability,0.19558,0.10503,0.24662,0.12314,0.01449,0.01449,0.0302,0.19088,0.03789,0.0272,0.01449,2026-05-30T14:10:00+10:00,train
Q003692,U00049,请推荐适合学习办公的显示器，预算3400元左右，优先考虑游戏体验稳定,显示器,学习办公,2499,3400,岚川,gaming,0.01422,0.15642,0.13864,0.11025,0.01422,0.01422,0.25411,0.21258,0.03751,0.03361,0.01422,2026-05-30T14:54:00+10:00,train
Q003693,U02327,预算2900元，主要用于轻度游戏，希望续航持久，帮我推荐头戴耳机,头戴耳机,轻度游戏,1799,2900,森屿,battery,0.173,0.24075,0.03622,0.13769,0.01412,0.03926,0.19065,0.01412,0.03573,0.10434,0.01412,2026-05-30T15:27:00+10:00,train
Q003694,U00603,预算4100元，主要用于轻度游戏，希望连接稳定，帮我推荐显示器,显示器,轻度游戏,2699,4100,矩阵,connectivity,0.17339,0.01415,0.01415,0.14922,0.01415,0.01415,0.21081,0.03946,0.25316,0.10319,0.01415,2026-05-30T15:48:00+10:00,train
Q003695,U00874,想买一款平板电脑，平时影音娱乐，预算不超过3400元，比较看重续航持久,平板电脑,影音娱乐,1899,3400,玄甲,battery,0.09326,0.35867,0.03881,0.21759,0.01428,0.19464,0.01428,0.02563,0.01428,0.01428,0.01428,2026-05-30T16:23:00+10:00,train
Q003696,U00401,请推荐适合影音娱乐的显示器，预算3500元左右，优先考虑办公效率高,显示器,影音娱乐,2499,3500,极昼,office,0.08652,0.12256,0.01442,0.20911,0.01442,0.17664,0.03462,0.25874,0.03755,0.03101,0.01442,2026-05-30T16:56:00+10:00,train
Q003697,U00642,预算400元，主要用于内容创作，希望办公效率高，帮我推荐键鼠套装,键鼠套装,内容创作,299,400,矩阵,office,0.19531,0.01447,0.02145,0.17723,0.12297,0.01447,0.03951,0.26729,0.02219,0.11064,0.01447,2026-05-30T17:20:00+10:00,train
Q003698,U02038,想买一款显示器，平时编程开发，预算不超过4400元，比较看重办公效率高,显示器,编程开发,2999,4400,森屿,office,0.19568,0.10509,0.0145,0.13064,0.0145,0.0145,0.02679,0.4174,0.0414,0.02503,0.0145,2026-05-30T17:54:00+10:00,train
Q003699,U00375,5400元以内的笔记本电脑，内容创作用，要求性能流畅,笔记本电脑,内容创作,3499,5400,澄光,performance,0.43309,0.025,0.03784,0.18609,0.12304,0.01447,0.02622,0.02036,0.01447,0.10494,0.01447,2026-05-30T18:27:00+10:00,train
Q003700,U00415,想买一款智能手机，平时差旅通勤，预算不超过5800元，比较看重屏幕素质好,智能手机,差旅通勤,3699,5800,极昼,display,0.0277,0.20024,0.20227,0.26323,0.03177,0.01427,0.01427,0.01427,0.13206,0.08564,0.01427,2026-05-30T18:59:00+10:00,train
Q003701,U01535,预算8800元，主要用于内容创作，希望性能流畅，帮我推荐笔记本电脑,笔记本电脑,内容创作,6599,8800,玄甲,performance,0.42715,0.03391,0.03442,0.19155,0.11818,0.0139,0.02258,0.02971,0.0139,0.1008,0.0139,2026-05-30T19:28:00+10:00,train
Q003702,U01757,想买一款显示器，平时编程开发，预算不超过2800元，比较看重屏幕素质好,显示器,编程开发,1999,2800,澄光,display,0.19124,0.1027,0.01417,0.3528,0.01417,0.01417,0.04041,0.19005,0.03109,0.03504,0.01417,2026-05-30T19:52:00+10:00,train
Q003703,U01330,预算6300元，主要用于内容创作，希望游戏体验稳定，帮我推荐笔记本电脑,笔记本电脑,内容创作,4499,6300,云驰,gaming,0.2082,0.02829,0.03703,0.18378,0.12036,0.01416,0.24242,0.03478,0.01416,0.10266,0.01416,2026-05-30T20:20:00+10:00,train
Q003704,U00248,想买一款智能手机，平时编程开发，预算不超过4800元，比较看重轻便易携带,智能手机,编程开发,3399,4800,岚川,portability,0.19787,0.11682,0.26035,0.14243,0.02176,0.01421,0.01421,0.17401,0.02994,0.01421,0.01421,2026-05-30T20:45:00+10:00,train
Q003705,U00856,想买一款平板电脑，平时轻度游戏，预算不超过3300元，比较看重性能流畅,平板电脑,轻度游戏,2399,3300,矩阵,performance,0.40861,0.0221,0.03841,0.14391,0.01407,0.03265,0.18997,0.03771,0.01407,0.08443,0.01407,2026-05-30T21:18:00+10:00,train
Q003706,U02225,想买一款智能手机，平时轻度游戏，预算不超过4100元，比较看重续航持久,智能手机,轻度游戏,3099,4100,星云,battery,0.18785,0.25412,0.02815,0.14905,0.02897,0.01443,0.19483,0.01443,0.02715,0.08659,0.01443,2026-05-30T21:58:00+10:00,train
Q003707,U01651,想买一款头戴耳机，平时轻度游戏，预算不超过2200元，比较看重续航持久,头戴耳机,轻度游戏,1299,2200,矩阵,battery,0.17634,0.25534,0.03874,0.14035,0.0144,0.02899,0.19434,0.0144,0.02264,0.10008,0.0144,2026-05-30T22:17:00+10:00,train
Q003708,U02474,10200元以内的笔记本电脑，轻度游戏用，要求游戏体验稳定,笔记本电脑,轻度游戏,7099,10200,岚川,gaming,0.17866,0.03951,0.03386,0.15374,0.01393,0.01393,0.41533,0.03964,0.01393,0.08356,0.01393,2026-05-30T22:48:00+10:00,train
Q003709,U01015,3300元以内的智能手机，编程开发用，要求拍照清晰,智能手机,编程开发,2099,3300,岚川,camera,0.20917,0.10855,0.03782,0.12947,0.24533,0.0142,0.0142,0.17392,0.03895,0.0142,0.0142,2026-05-30T23:28:00+10:00,train
Q003710,U00219,4800元以内的笔记本电脑，影音娱乐用，要求续航持久,笔记本电脑,影音娱乐,2699,4800,森屿,battery,0.11085,0.35893,0.02815,0.19926,0.01433,0.17558,0.03706,0.03283,0.01433,0.01433,0.01433,2026-05-30T23:55:00+10:00,train
Q003711,U01089,5900元以内的智能手机，差旅通勤用，要求轻便易携带,智能手机,差旅通勤,3399,5900,极昼,portability,0.03773,0.20392,0.41971,0.03248,0.01961,0.01408,0.01408,0.01408,0.14569,0.08451,0.01408,2026-05-31T00:18:00+10:00,train
Q003712,U01809,11900元以内的笔记本电脑，影音娱乐用，要求游戏体验稳定,笔记本电脑,影音娱乐,7299,11900,玄甲,gaming,0.09874,0.14543,0.03972,0.20573,0.01417,0.17363,0.24589,0.03418,0.01417,0.01417,0.01417,2026-05-31T00:50:00+10:00,train
Q003713,U01287,请推荐适合内容创作的平板电脑，预算3900元左右，优先考虑轻便易携带,平板电脑,内容创作,2999,3900,云驰,portability,0.2096,0.02363,0.24509,0.19075,0.12138,0.0304,0.01428,0.03278,0.01428,0.10353,0.01428,2026-05-31T01:17:00+10:00,train
Q003714,U01100,想买一款头戴耳机，平时学习办公，预算不超过1100元，比较看重连接稳定,头戴耳机,学习办公,599,1100,玄甲,connectivity,0.01433,0.17793,0.15234,0.10391,0.01433,0.02332,0.01433,0.1935,0.25788,0.03379,0.01433,2026-05-31T01:47:00+10:00,train
Q003715,U01292,预算5800元，主要用于学习办公，希望性能流畅，帮我推荐智能手机,智能手机,学习办公,3699,5800,云驰,performance,0.25464,0.17628,0.15009,0.11644,0.02805,0.01428,0.01428,0.19283,0.02453,0.01428,0.01428,2026-05-31T02:26:00+10:00,train
Q003716,U00977,想买一款头戴耳机，平时差旅通勤，预算不超过2900元，比较看重音质和降噪好,头戴耳机,差旅通勤,1599,2900,玄甲,audio,0.01408,0.19856,0.21539,0.01408,0.01408,0.25507,0.01408,0.01408,0.14449,0.10202,0.01408,2026-05-31T02:52:00+10:00,train
Q003717,U01008,请推荐适合轻度游戏的显示器，预算3700元左右，优先考虑连接稳定,显示器,轻度游戏,2199,3700,矩阵,connectivity,0.17813,0.01454,0.01454,0.15654,0.01454,0.01454,0.2069,0.02184,0.26811,0.09578,0.01454,2026-05-31T03:20:00+10:00,train
Q003718,U01017,预算2900元，主要用于编程开发，希望续航持久，帮我推荐头戴耳机,头戴耳机,编程开发,1899,2900,森屿,battery,0.19398,0.33874,0.02086,0.12214,0.01437,0.03802,0.01437,0.17602,0.02884,0.0383,0.01437,2026-05-31T03:59:00+10:00,train
Q003719,U02172,请推荐适合学习办公的平板电脑，预算5800元左右，优先考虑续航持久,平板电脑,学习办公,3699,5800,星云,battery,0.03012,0.39452,0.15478,0.11995,0.01412,0.026,0.01412,0.20404,0.01412,0.01412,0.01412,2026-05-31T04:11:00+10:00,train
Q003720,U02290,预算1600元，主要用于差旅通勤，希望连接稳定，帮我推荐头戴耳机,头戴耳机,差旅通勤,899,1600,云驰,connectivity,0.01419,0.19466,0.20608,0.01419,0.01419,0.03913,0.01419,0.01419,0.36446,0.11051,0.01419,2026-05-31T04:53:00+10:00,train
Q003721,U02488,想买一款笔记本电脑，平时影音娱乐，预算不超过8500元，比较看重轻便易携带,笔记本电脑,影音娱乐,4899,8500,玄甲,portability,0.10118,0.13868,0.25239,0.20786,0.01465,0.17942,0.02673,0.03516,0.01465,0.01465,0.01465,2026-05-31T05:11:00+10:00,train
Q003722,U02132,7100元以内的智能手机，学习办公用，要求拍照清晰,智能手机,学习办公,4099,7100,岚川,camera,0.02676,0.17006,0.15706,0.11737,0.25127,0.01454,0.01454,0.19623,0.0231,0.01454,0.01454,2026-05-31T06:00:00+10:00,train
Q003723,U01969,4200元以内的平板电脑，影音娱乐用，要求轻便易携带,平板电脑,影音娱乐,2999,4200,云驰,portability,0.10001,0.12836,0.26244,0.20529,0.01436,0.19975,0.01436,0.03234,0.01436,0.01436,0.01436,2026-05-31T06:24:00+10:00,train
Q003724,U00699,请推荐适合内容创作的显示器，预算1800元左右，优先考虑游戏体验稳定,显示器,内容创作,1399,1800,云驰,gaming,0.18946,0.01403,0.01403,0.18393,0.11929,0.01403,0.2579,0.03227,0.03671,0.1243,0.01403,2026-05-31T06:45:00+10:00,train
Q003725,U01940,请推荐适合轻度游戏的键鼠套装，预算700元左右，优先考虑品质可靠,键鼠套装,轻度游戏,499,700,澄光,quality,0.17307,0.01413,0.03793,0.13775,0.01413,0.01413,0.20883,0.03227,0.0319,0.32175,0.01413,2026-05-31T07:11:00+10:00,train
Q003726,U00139,请推荐适合学习办公的笔记本电脑，预算10200元左右，优先考虑性能流畅,笔记本电脑,学习办公,6999,10200,澄光,performance,0.2607,0.17273,0.15897,0.11334,0.01423,0.01423,0.02488,0.19822,0.01423,0.01423,0.01423,2026-05-31T08:00:00+10:00,train
Q003727,U02466,800元以内的头戴耳机，编程开发用，要求轻便易携带,头戴耳机,编程开发,599,800,岚川,portability,0.19419,0.12707,0.25508,0.12227,0.01438,0.02635,0.01438,0.17621,0.02066,0.03501,0.01438,2026-05-31T08:22:00+10:00,train
Q003728,U00717,想买一款显示器，平时学习办公，预算不超过4900元，比较看重屏幕素质好,显示器,学习办公,3399,4900,澄光,display,0.01423,0.15652,0.13873,0.34073,0.01423,0.01423,0.02593,0.2095,0.0316,0.04008,0.01423,2026-05-31T08:49:00+10:00,train
Q003729,U00948,2200元以内的头戴耳机，内容创作用，要求音质和降噪好,头戴耳机,内容创作,1699,2200,星云,audio,0.19309,0.02223,0.03611,0.17521,0.12158,0.25098,0.0143,0.0143,0.03632,0.12156,0.0143,2026-05-31T09:18:00+10:00,train
Q003730,U01948,想买一款笔记本电脑，平时轻度游戏，预算不超过7500元，比较看重性能流畅,笔记本电脑,轻度游戏,4299,7500,矩阵,performance,0.41621,0.02925,0.02053,0.14659,0.01405,0.01405,0.21014,0.03673,0.01405,0.08433,0.01405,2026-05-31T09:50:00+10:00,train
Q003731,U02101,1500元以内的显示器，学习办公用，要求品质可靠,显示器,学习办公,1099,1500,云驰,quality,0.01421,0.15628,0.13852,0.12323,0.01421,0.01421,0.0324,0.20285,0.03089,0.25901,0.01421,2026-05-31T10:27:00+10:00,train
Q003732,U00792,想买一款智能手机，平时轻度游戏，预算不超过5700元，比较看重连接稳定,智能手机,轻度游戏,3399,5700,岚川,connectivity,0.18786,0.02049,0.03737,0.15891,0.02624,0.01424,0.19221,0.01424,0.24877,0.08543,0.01424,2026-05-31T10:50:00+10:00,train
Q003733,U01897,请推荐适合内容创作的头戴耳机，预算2600元左右，优先考虑续航持久,头戴耳机,内容创作,1899,2600,云驰,battery,0.19692,0.25593,0.02071,0.17868,0.12399,0.03687,0.01459,0.01459,0.02088,0.12226,0.01459,2026-05-31T11:10:00+10:00,train
Q003734,U02379,请推荐适合差旅通勤的显示器，预算3200元左右，优先考虑连接稳定,显示器,差旅通勤,2299,3200,极昼,connectivity,0.01441,0.18554,0.19455,0.02956,0.01441,0.01441,0.02809,0.04112,0.35561,0.10788,0.01441,2026-05-31T11:50:00+10:00,train
Q003735,U01244,预算3400元，主要用于轻度游戏，希望连接稳定，帮我推荐显示器,显示器,轻度游戏,2399,3400,云驰,connectivity,0.17855,0.01458,0.01458,0.15528,0.01458,0.01458,0.21925,0.0277,0.25237,0.09398,0.01458,2026-05-31T12:20:00+10:00,train
Q003736,U01657,请推荐适合编程开发的笔记本电脑，预算4400元左右，优先考虑游戏体验稳定,笔记本电脑,编程开发,3399,4400,岚川,gaming,0.19851,0.11842,0.03794,0.13519,0.01423,0.01423,0.25785,0.18091,0.01423,0.01423,0.01423,2026-05-31T12:51:00+10:00,train
Q003737,U00644,1300元以内的头戴耳机，内容创作用，要求品质可靠,头戴耳机,内容创作,799,1300,岚川,quality,0.19581,0.02461,0.02128,0.17768,0.12329,0.03733,0.0145,0.0145,0.02661,0.34988,0.0145,2026-05-31T13:25:00+10:00,train
Q003738,U01965,2700元以内的平板电脑，内容创作用，要求续航持久,平板电脑,内容创作,1799,2700,星云,battery,0.21267,0.25309,0.02223,0.1863,0.11813,0.02915,0.0139,0.03598,0.0139,0.10075,0.0139,2026-05-31T13:42:00+10:00,train
Q003739,U01141,预算9500元，主要用于内容创作，希望性能流畅，帮我推荐笔记本电脑,笔记本电脑,内容创作,6699,9500,极昼,performance,0.42202,0.02705,0.03092,0.18435,0.11831,0.01392,0.03876,0.03593,0.01392,0.10091,0.01392,2026-05-31T14:10:00+10:00,train
Q003740,U00872,想买一款平板电脑，平时学习办公，预算不超过3800元，比较看重办公效率高,平板电脑,学习办公,2099,3800,云驰,office,0.03854,0.1662,0.1448,0.11388,0.01405,0.03629,0.01405,0.43004,0.01405,0.01405,0.01405,2026-05-31T14:55:00+10:00,train
Q003741,U00193,想买一款笔记本电脑，平时内容创作，预算不超过8300元，比较看重游戏体验稳定,笔记本电脑,内容创作,5099,8300,矩阵,gaming,0.20906,0.02069,0.0216,0.19403,0.12021,0.01414,0.26019,0.02924,0.01414,0.10253,0.01414,2026-05-31T15:17:00+10:00,train
Q003742,U01168,请推荐适合轻度游戏的智能手机，预算5800元左右，优先考虑拍照清晰,智能手机,轻度游戏,3399,5800,澄光,camera,0.18274,0.03339,0.03757,0.15914,0.24461,0.01377,0.18594,0.01377,0.03265,0.08264,0.01377,2026-05-31T15:44:00+10:00,train
Q003743,U00895,4300元以内的笔记本电脑，内容创作用，要求屏幕素质好,笔记本电脑,内容创作,3099,4300,岚川,display,0.20413,0.02344,0.02702,0.41997,0.12155,0.0143,0.02346,0.03385,0.0143,0.10368,0.0143,2026-05-31T16:11:00+10:00,train
Q003744,U01388,3700元以内的显示器，影音娱乐用，要求屏幕素质好,显示器,影音娱乐,2199,3700,岚川,display,0.08839,0.12522,0.01473,0.44949,0.01473,0.18046,0.03028,0.02065,0.04053,0.02079,0.01473,2026-05-31T16:52:00+10:00,train
Q003745,U00495,3000元以内的头戴耳机，差旅通勤用，要求轻便易携带,头戴耳机,差旅通勤,2199,3000,森屿,portability,0.01403,0.20036,0.42973,0.01403,0.01403,0.03653,0.01403,0.01403,0.14034,0.10888,0.01403,2026-05-31T17:25:00+10:00,train
Q003746,U00688,请推荐适合内容创作的笔记本电脑，预算6200元左右，优先考虑性能流畅,笔记本电脑,内容创作,4399,6200,森屿,performance,0.42213,0.0384,0.0273,0.1922,0.1193,0.01403,0.02784,0.02899,0.01403,0.10175,0.01403,2026-05-31T17:44:00+10:00,train
Q003747,U01698,1400元以内的头戴耳机，学习办公用，要求连接稳定,头戴耳机,学习办公,1099,1400,岚川,connectivity,0.01443,0.17939,0.15872,0.10465,0.01443,0.0328,0.01443,0.19487,0.24967,0.02216,0.01443,2026-05-31T18:11:00+10:00,train
Q003748,U02100,3100元以内的平板电脑，内容创作用，要求办公效率高,平板电脑,内容创作,2199,3100,矩阵,office,0.19625,0.03709,0.03209,0.19136,0.11832,0.02887,0.01392,0.25334,0.01392,0.10092,0.01392,2026-05-31T18:51:00+10:00,train
Q003749,U00697,想买一款笔记本电脑，平时差旅通勤，预算不超过8800元，比较看重轻便易携带,笔记本电脑,差旅通勤,5999,8800,玄甲,portability,0.02312,0.19665,0.43605,0.02891,0.01435,0.01435,0.03279,0.03142,0.12194,0.08608,0.01435,2026-05-31T19:27:00+10:00,train
Q003750,U01290,想买一款笔记本电脑，平时编程开发，预算不超过8700元，比较看重屏幕素质好,笔记本电脑,编程开发,6699,8700,矩阵,display,0.20209,0.12906,0.03852,0.35431,0.0142,0.0142,0.0242,0.18084,0.0142,0.0142,0.0142,2026-05-31T19:51:00+10:00,train
Q003751,U00125,请推荐适合学习办公的平板电脑，预算4800元左右，优先考虑办公效率高,平板电脑,学习办公,3099,4800,森屿,office,0.03462,0.16789,0.15834,0.11651,0.01428,0.025,0.01428,0.42624,0.01428,0.01428,0.01428,2026-05-31T20:22:00+10:00,train
Q003752,U00643,预算7400元，主要用于差旅通勤，希望拍照清晰，帮我推荐智能手机,智能手机,差旅通勤,5299,7400,矩阵,camera,0.03654,0.19156,0.21621,0.03303,0.25252,0.01425,0.01425,0.01425,0.12766,0.08549,0.01425,2026-05-31T20:50:00+10:00,train
Q003753,U00188,预算2600元，主要用于编程开发，希望办公效率高，帮我推荐显示器,显示器,编程开发,1999,2600,矩阵,office,0.1946,0.10451,0.01441,0.13204,0.01441,0.01441,0.02712,0.41203,0.03334,0.03869,0.01441,2026-05-31T21:11:00+10:00,train
Q003754,U00882,请推荐适合影音娱乐的头戴耳机，预算1700元左右，优先考虑连接稳定,头戴耳机,影音娱乐,999,1700,岚川,connectivity,0.08714,0.13367,0.03929,0.19607,0.01452,0.19259,0.01452,0.01452,0.26528,0.02786,0.01452,2026-05-31T21:55:00+10:00,train
Q003755,U00687,请推荐适合轻度游戏的笔记本电脑，预算8600元左右，优先考虑性能流畅,笔记本电脑,轻度游戏,5599,8600,岚川,performance,0.4097,0.02077,0.03638,0.15262,0.01437,0.01437,0.21473,0.02207,0.01437,0.08624,0.01437,2026-05-31T22:15:00+10:00,train
Q003756,U00239,预算1800元，主要用于影音娱乐，希望轻便易携带，帮我推荐头戴耳机,头戴耳机,影音娱乐,999,1800,玄甲,portability,0.08746,0.14214,0.26666,0.19677,0.01458,0.20072,0.01458,0.01458,0.02589,0.02206,0.01458,2026-05-31T22:59:00+10:00,train
Q003757,U00687,想买一款智能手机，平时轻度游戏，预算不超过2900元，比较看重屏幕素质好,智能手机,轻度游戏,1699,2900,岚川,display,0.19759,0.02551,0.03295,0.37246,0.02311,0.01414,0.19095,0.01414,0.03013,0.08487,0.01414,2026-05-31T23:22:00+10:00,train
Q003758,U01417,预算5600元，主要用于学习办公，希望性能流畅，帮我推荐智能手机,智能手机,学习办公,4199,5600,矩阵,performance,0.26396,0.16644,0.14857,0.12025,0.03022,0.0143,0.0143,0.19301,0.02037,0.0143,0.0143,2026-05-31T23:51:00+10:00,train
Q003759,U01951,预算6200元，主要用于编程开发，希望续航持久，帮我推荐笔记本电脑,笔记本电脑,编程开发,4399,6200,岚川,battery,0.21603,0.34246,0.03467,0.12873,0.01431,0.01431,0.0223,0.18427,0.01431,0.01431,0.01431,2026-06-01T00:12:00+10:00,train
Q003760,U00671,2400元以内的头戴耳机，差旅通勤用，要求轻便易携带,头戴耳机,差旅通勤,1799,2400,岚川,portability,0.01453,0.19794,0.44002,0.01453,0.01453,0.0397,0.01453,0.01453,0.13845,0.09671,0.01453,2026-06-01T00:59:00+10:00,train
Q003761,U02180,请推荐适合轻度游戏的平板电脑，预算4200元左右，优先考虑续航持久,平板电脑,轻度游戏,3199,4200,矩阵,battery,0.18509,0.25922,0.02728,0.15132,0.0144,0.02374,0.1944,0.02935,0.0144,0.0864,0.0144,2026-06-01T01:22:00+10:00,train
Q003762,U01442,想买一款笔记本电脑，平时轻度游戏，预算不超过9600元，比较看重游戏体验稳定,笔记本电脑,轻度游戏,6299,9600,极昼,gaming,0.17972,0.03623,0.03294,0.15999,0.01392,0.01392,0.42686,0.02508,0.01392,0.08351,0.01392,2026-06-01T01:47:00+10:00,train
Q003763,U00168,想买一款智能手机，平时差旅通勤，预算不超过2400元，比较看重性能流畅,智能手机,差旅通勤,1399,2400,极昼,performance,0.25357,0.21167,0.20249,0.02376,0.03005,0.01449,0.01449,0.01449,0.1336,0.08691,0.01449,2026-06-01T02:25:00+10:00,train
Q003764,U02221,想买一款智能手机，平时影音娱乐，预算不超过2500元，比较看重轻便易携带,智能手机,影音娱乐,1899,2500,玄甲,portability,0.09412,0.15082,0.25541,0.20556,0.03351,0.18018,0.01471,0.01471,0.02157,0.01471,0.01471,2026-06-01T02:57:00+10:00,train
Q003765,U01285,想买一款显示器，平时差旅通勤，预算不超过2000元，比较看重游戏体验稳定,显示器,差旅通勤,1299,2000,森屿,gaming,0.01458,0.18771,0.19683,0.04018,0.01458,0.01458,0.25331,0.02293,0.13579,0.10493,0.01458,2026-06-01T03:30:00+10:00,train
Q003766,U01796,4900元以内的笔记本电脑，编程开发用，要求游戏体验稳定,笔记本电脑,编程开发,3199,4900,玄甲,gaming,0.21226,0.12122,0.0325,0.12517,0.01403,0.01403,0.24967,0.18901,0.01403,0.01403,0.01403,2026-06-01T03:58:00+10:00,train
Q003767,U00981,预算4900元，主要用于轻度游戏，希望音质和降噪好，帮我推荐平板电脑,平板电脑,轻度游戏,3499,4900,极昼,audio,0.19244,0.02089,0.02567,0.15943,0.01419,0.24503,0.19163,0.03715,0.01419,0.08517,0.01419,2026-06-01T04:30:00+10:00,train
Q003768,U00711,请推荐适合影音娱乐的键鼠套装，预算1800元左右，优先考虑游戏体验稳定,键鼠套装,影音娱乐,1399,1800,玄甲,gaming,0.0877,0.12424,0.03593,0.19733,0.01462,0.17906,0.25065,0.04143,0.02823,0.02619,0.01462,2026-06-01T04:58:00+10:00,train
Q003769,U02379,7600元以内的笔记本电脑，学习办公用，要求轻便易携带,笔记本电脑,学习办公,5299,7600,极昼,portability,0.02855,0.17877,0.37386,0.10932,0.01392,0.01392,0.03425,0.20564,0.01392,0.01392,0.01392,2026-06-01T05:28:00+10:00,train
Q003770,U01349,8600元以内的笔记本电脑，内容创作用，要求续航持久,笔记本电脑,内容创作,5099,8600,澄光,battery,0.21569,0.24256,0.03624,0.18707,0.12078,0.01421,0.02737,0.02463,0.01421,0.10302,0.01421,2026-06-01T05:56:00+10:00,train
Q003771,U00176,请推荐适合内容创作的智能手机，预算2400元左右，优先考虑连接稳定,智能手机,内容创作,1799,2400,澄光,connectivity,0.2076,0.03758,0.03626,0.17596,0.13452,0.01389,0.01389,0.01389,0.25184,0.10069,0.01389,2026-06-01T06:24:00+10:00,train
Q003772,U01659,8900元以内的智能手机，差旅通勤用，要求拍照清晰,智能手机,差旅通勤,5399,8900,极昼,camera,0.03038,0.20294,0.21112,0.03495,0.2481,0.01432,0.01432,0.01432,0.12929,0.08593,0.01432,2026-06-01T06:54:00+10:00,train
Q003773,U02304,想买一款平板电脑，平时影音娱乐，预算不超过2400元，比较看重屏幕素质好,平板电脑,影音娱乐,1399,2400,澄光,display,0.09291,0.13975,0.02921,0.43871,0.01438,0.18983,0.01438,0.0377,0.01438,0.01438,0.01438,2026-06-01T07:29:00+10:00,train
Q003774,U00314,想买一款键鼠套装，平时影音娱乐，预算不超过800元，比较看重游戏体验稳定,键鼠套装,影音娱乐,499,800,森屿,gaming,0.08881,0.12582,0.0233,0.19983,0.0148,0.18133,0.27149,0.0277,0.02312,0.02898,0.0148,2026-06-01T07:43:00+10:00,train
Q003775,U00436,想买一款平板电脑，平时学习办公，预算不超过5500元，比较看重屏幕素质好,平板电脑,学习办公,4199,5500,矩阵,display,0.039,0.17219,0.14636,0.33545,0.01435,0.0306,0.01435,0.20465,0.01435,0.01435,0.01435,2026-06-01T08:30:00+10:00,train
Q003776,U02483,12000元以内的笔记本电脑，学习办公用，要求屏幕素质好,笔记本电脑,学习办公,8599,12000,岚川,display,0.03621,0.16185,0.15304,0.34888,0.01418,0.01418,0.02684,0.2023,0.01418,0.01418,0.01418,2026-06-01T08:40:00+10:00,train
Q003777,U00333,预算8200元，主要用于轻度游戏，希望游戏体验稳定，帮我推荐笔记本电脑,笔记本电脑,轻度游戏,5999,8200,星云,gaming,0.18011,0.03954,0.02666,0.16129,0.01412,0.01412,0.41998,0.03118,0.01412,0.08473,0.01412,2026-06-01T09:14:00+10:00,train
Q003778,U01966,4600元以内的显示器，内容创作用，要求品质可靠,显示器,内容创作,3299,4600,极昼,quality,0.19215,0.01423,0.01423,0.18441,0.12098,0.01423,0.03879,0.02932,0.03655,0.34086,0.01423,2026-06-01T09:59:00+10:00,train
Q003779,U01454,1500元以内的键鼠套装，学习办公用，要求游戏体验稳定,键鼠套装,学习办公,1099,1500,森屿,gaming,0.01394,0.15335,0.16141,0.10107,0.01394,0.01394,0.25485,0.20342,0.03033,0.03982,0.01394,2026-06-01T10:22:00+10:00,train
Q003780,U00559,9400元以内的笔记本电脑，学习办公用，要求轻便易携带,笔记本电脑,学习办公,6599,9400,玄甲,portability,0.03445,0.17222,0.37789,0.1142,0.01419,0.01419,0.03229,0.198,0.01419,0.01419,0.01419,2026-06-01T10:42:00+10:00,train
Q003781,U02159,请推荐适合轻度游戏的智能手机，预算8700元左右，优先考虑屏幕素质好,智能手机,轻度游戏,6099,8700,岚川,display,0.18436,0.02069,0.02656,0.38608,0.03971,0.01435,0.19367,0.01435,0.01983,0.08608,0.01435,2026-06-01T11:26:00+10:00,train
Q003782,U01566,预算2100元，主要用于差旅通勤，希望续航持久，帮我推荐平板电脑,平板电脑,差旅通勤,1299,2100,云驰,battery,0.0277,0.4282,0.20428,0.02828,0.01455,0.02382,0.01455,0.03302,0.12371,0.08732,0.01455,2026-06-01T11:48:00+10:00,train
Q003783,U00044,预算6700元，主要用于内容创作，希望办公效率高，帮我推荐笔记本电脑,笔记本电脑,内容创作,4999,6700,极昼,office,0.20661,0.0241,0.02573,0.18268,0.12196,0.01435,0.03487,0.25699,0.01435,0.10402,0.01435,2026-06-01T12:20:00+10:00,train
Q003784,U01479,预算6100元，主要用于轻度游戏，希望连接稳定，帮我推荐智能手机,智能手机,轻度游戏,4299,6100,玄甲,connectivity,0.18219,0.03942,0.02396,0.15679,0.02524,0.01408,0.19008,0.01408,0.2556,0.08448,0.01408,2026-06-01T12:42:00+10:00,train
Q003785,U00244,想买一款平板电脑，平时内容创作，预算不超过5100元，比较看重音质和降噪好,平板电脑,内容创作,3399,5100,岚川,audio,0.21523,0.02241,0.02821,0.18144,0.11944,0.25939,0.01405,0.02985,0.01405,0.10187,0.01405,2026-06-01T13:11:00+10:00,train
Q003786,U01491,预算8600元，主要用于差旅通勤，希望轻便易携带，帮我推荐笔记本电脑,笔记本电脑,差旅通勤,6499,8600,澄光,portability,0.02773,0.19796,0.42436,0.03964,0.01389,0.01389,0.03859,0.02866,0.11806,0.08333,0.01389,2026-06-01T13:55:00+10:00,train
