interaction_id,query_id,user_id,product_id,position,clicked,added_to_cart,purchased,dwell_seconds,relevance_grade,event_time,split
I00033974,Q002832,U02171,P00072,2,1,1,0,56.5,3,2026-05-12T16:58:50+10:00,train
I00033975,Q002832,U02171,P00056,3,1,0,0,57.4,3,2026-05-12T16:58:51+10:00,train
I00033976,Q002832,U02171,P00066,4,0,0,0,0,1,2026-05-12T16:59:03+10:00,train
I00033977,Q002832,U02171,P00039,5,1,0,0,49.0,2,2026-05-12T16:58:56+10:00,train
I00033978,Q002832,U02171,P00098,6,0,0,0,0,2,2026-05-12T16:58:42+10:00,train
I00033979,Q002832,U02171,P00017,7,0,0,0,0,3,2026-05-12T16:59:11+10:00,train
I00033980,Q002832,U02171,P00088,8,1,0,0,64.6,3,2026-05-12T16:59:46+10:00,train
I00033981,Q002832,U02171,P00026,9,0,0,0,0,2,2026-05-12T16:59:17+10:00,train
I00033982,Q002832,U02171,P00010,10,1,1,1,69.5,3,2026-05-12T16:59:18+10:00,train
I00033983,Q002832,U02171,P00004,11,0,0,0,0,1,2026-05-12T16:59:50+10:00,train
I00033984,Q002832,U02171,P00036,12,1,0,0,37.5,2,2026-05-12T17:00:13+10:00,train
I00033985,Q002833,U00926,P00125,1,0,0,0,0,3,2026-05-12T17:26:11+10:00,train
I00033986,Q002833,U00926,P00192,2,1,1,0,57.9,3,2026-05-12T17:26:36+10:00,train
I00033987,Q002833,U00926,P00210,3,0,0,0,0,1,2026-05-12T17:26:59+10:00,train
I00033988,Q002833,U00926,P00126,4,1,0,0,61.9,3,2026-05-12T17:27:05+10:00,train
I00033989,Q002833,U00926,P00224,5,0,0,0,0,1,2026-05-12T17:26:57+10:00,train
I00033990,Q002833,U00926,P00200,6,1,1,1,50.6,3,2026-05-12T17:27:22+10:00,train
I00033991,Q002833,U00926,P00121,7,1,0,0,44.9,2,2026-05-12T17:27:36+10:00,train
I00033992,Q002833,U00926,P00201,8,1,0,0,46.4,2,2026-05-12T17:27:39+10:00,train
I00033993,Q002833,U00926,P00219,9,0,0,0,0,3,2026-05-12T17:27:10+10:00,train
I00033994,Q002833,U00926,P00148,10,0,0,0,0,3,2026-05-12T17:27:53+10:00,train
I00033995,Q002833,U00926,P00213,11,0,0,0,0,1,2026-05-12T17:27:59+10:00,train
I00033996,Q002833,U00926,P00149,12,0,0,0,0,2,2026-05-12T17:27:44+10:00,train
I00033997,Q002834,U02086,P00059,1,0,0,0,0,1,2026-05-12T17:42:32+10:00,train
I00033998,Q002834,U02086,P00044,2,1,1,0,20.2,1,2026-05-12T17:42:18+10:00,train
I00033999,Q002834,U02086,P00068,3,1,0,0,20.6,1,2026-05-12T17:43:10+10:00,train
I00034000,Q002834,U02086,P00065,4,1,0,0,59.3,3,2026-05-12T17:43:15+10:00,train
I00034001,Q002834,U02086,P00038,5,0,0,0,0,2,2026-05-12T17:43:22+10:00,train
I00034002,Q002834,U02086,P00008,6,0,0,0,0,2,2026-05-12T17:43:04+10:00,train
I00034003,Q002834,U02086,P00012,7,0,0,0,0,0,2026-05-12T17:43:07+10:00,train
I00034004,Q002834,U02086,P00083,8,0,0,0,0,2,2026-05-12T17:43:27+10:00,train
I00034005,Q002834,U02086,P00076,9,0,0,0,0,0,2026-05-12T17:43:41+10:00,train
I00034006,Q002834,U02086,P00002,10,0,0,0,0,0,2026-05-12T17:43:49+10:00,train
I00034007,Q002834,U02086,P00111,11,0,0,0,0,1,2026-05-12T17:43:35+10:00,train
I00034008,Q002834,U02086,P00042,12,0,0,0,0,2,2026-05-12T17:43:35+10:00,train
I00034009,Q002835,U01259,P00449,1,1,1,1,59.1,3,2026-05-12T18:23:55+10:00,train
I00034010,Q002835,U01259,P00377,2,0,0,0,0,2,2026-05-12T18:23:41+10:00,train
I00034011,Q002835,U01259,P00413,3,0,0,0,0,0,2026-05-12T18:23:48+10:00,train
I00034012,Q002835,U01259,P00475,4,1,0,0,42.6,1,2026-05-12T18:23:54+10:00,train
I00034013,Q002835,U01259,P00404,5,1,0,0,39.2,2,2026-05-12T18:23:52+10:00,train
I00034014,Q002835,U01259,P00435,6,0,0,0,0,2,2026-05-12T18:24:15+10:00,train
I00034015,Q002835,U01259,P00403,7,0,0,0,0,1,2026-05-12T18:24:06+10:00,train
I00034016,Q002835,U01259,P00398,8,0,0,0,0,1,2026-05-12T18:24:46+10:00,train
I00034017,Q002835,U01259,P00365,9,0,0,0,0,2,2026-05-12T18:24:20+10:00,train
I00034018,Q002835,U01259,P00407,10,1,0,0,52.1,3,2026-05-12T18:24:29+10:00,train
I00034019,Q002835,U01259,P00468,11,0,0,0,0,2,2026-05-12T18:24:51+10:00,train
I00034020,Q002835,U01259,P00431,12,0,0,0,0,0,2026-05-12T18:24:55+10:00,train
I00034021,Q002836,U00098,P00231,1,1,0,0,44.6,3,2026-05-12T18:47:22+10:00,train
I00034022,Q002836,U00098,P00170,2,1,1,0,41.6,2,2026-05-12T18:47:25+10:00,train
I00034023,Q002836,U00098,P00143,3,0,0,0,0,3,2026-05-12T18:47:40+10:00,train
I00034024,Q002836,U00098,P00229,4,1,0,0,33.7,2,2026-05-12T18:48:06+10:00,train
I00034025,Q002836,U00098,P00179,5,1,0,0,56.6,3,2026-05-12T18:48:14+10:00,train
I00034026,Q002836,U00098,P00205,6,0,0,0,0,0,2026-05-12T18:47:44+10:00,train
I00034027,Q002836,U00098,P00218,7,1,0,0,69.8,3,2026-05-12T18:48:03+10:00,train
I00034028,Q002836,U00098,P00198,8,0,0,0,0,3,2026-05-12T18:48:44+10:00,train
I00034029,Q002836,U00098,P00195,9,1,1,1,70.9,3,2026-05-12T18:48:13+10:00,train
I00034030,Q002836,U00098,P00207,10,1,1,0,47.0,2,2026-05-12T18:48:58+10:00,train
I00034031,Q002836,U00098,P00228,11,0,0,0,0,0,2026-05-12T18:48:38+10:00,train
I00034032,Q002836,U00098,P00148,12,0,0,0,0,1,2026-05-12T18:48:56+10:00,train
I00034033,Q002837,U00048,P00144,1,0,0,0,0,2,2026-05-12T19:20:19+10:00,train
I00034034,Q002837,U00048,P00240,2,1,1,0,63.6,3,2026-05-12T19:20:37+10:00,train
I00034035,Q002837,U00048,P00152,3,0,0,0,0,1,2026-05-12T19:20:53+10:00,train
I00034036,Q002837,U00048,P00209,4,0,0,0,0,3,2026-05-12T19:21:06+10:00,train
I00034037,Q002837,U00048,P00219,5,1,0,0,59.8,3,2026-05-12T19:20:39+10:00,train
I00034038,Q002837,U00048,P00162,6,0,0,0,0,3,2026-05-12T19:21:18+10:00,train
I00034039,Q002837,U00048,P00131,7,0,0,0,0,2,2026-05-12T19:21:08+10:00,train
I00034040,Q002837,U00048,P00178,8,1,1,1,49.1,3,2026-05-12T19:21:30+10:00,train
I00034041,Q002837,U00048,P00165,9,0,0,0,0,2,2026-05-12T19:21:36+10:00,train
I00034042,Q002837,U00048,P00157,10,0,0,0,0,3,2026-05-12T19:21:37+10:00,train
I00034043,Q002837,U00048,P00138,11,0,0,0,0,3,2026-05-12T19:22:03+10:00,train
I00034044,Q002837,U00048,P00194,12,0,0,0,0,2,2026-05-12T19:21:40+10:00,train
I00034045,Q002838,U01260,P00024,1,1,1,0,51.6,3,2026-05-12T19:57:11+10:00,train
I00034046,Q002838,U01260,P00041,2,1,0,0,56.0,3,2026-05-12T19:57:18+10:00,train
I00034047,Q002838,U01260,P00007,3,0,0,0,0,1,2026-05-12T19:57:33+10:00,train
I00034048,Q002838,U01260,P00025,4,1,0,0,11.0,1,2026-05-12T19:58:12+10:00,train
I00034049,Q002838,U01260,P00038,5,1,0,0,71.1,3,2026-05-12T19:58:09+10:00,train
I00034050,Q002838,U01260,P00055,6,1,0,0,32.3,2,2026-05-12T19:57:55+10:00,train
I00034051,Q002838,U01260,P00034,7,0,0,0,0,3,2026-05-12T19:57:50+10:00,train
I00034052,Q002838,U01260,P00043,8,1,0,0,54.6,3,2026-05-12T19:58:26+10:00,train
I00034053,Q002838,U01260,P00083,9,1,1,0,66.1,3,2026-05-12T19:58:45+10:00,train
I00034054,Q002838,U01260,P00020,10,1,0,0,54.4,3,2026-05-12T19:58:31+10:00,train
I00034055,Q002838,U01260,P00045,11,1,0,0,42.5,2,2026-05-12T19:58:57+10:00,train
I00034056,Q002838,U01260,P00061,12,0,0,0,0,1,2026-05-12T19:59:07+10:00,train
I00034057,Q002839,U00518,P00390,1,1,0,0,49.0,3,2026-05-12T20:20:54+10:00,train
I00034058,Q002839,U00518,P00448,2,1,1,0,39.0,2,2026-05-12T20:20:47+10:00,train
I00034059,Q002839,U00518,P00363,3,1,1,0,63.4,3,2026-05-12T20:20:53+10:00,train
I00034060,Q002839,U00518,P00398,4,0,0,0,0,3,2026-05-12T20:20:31+10:00,train
I00034061,Q002839,U00518,P00391,5,1,0,0,57.2,3,2026-05-12T20:21:13+10:00,train
I00034062,Q002839,U00518,P00479,6,1,0,0,51.8,2,2026-05-12T20:20:45+10:00,train
I00034063,Q002839,U00518,P00392,7,1,1,0,68.3,3,2026-05-12T20:21:18+10:00,train
I00034064,Q002839,U00518,P00376,8,1,0,0,39.6,2,2026-05-12T20:21:13+10:00,train
I00034065,Q002839,U00518,P00475,9,1,0,0,63.2,3,2026-05-12T20:21:13+10:00,train
I00034066,Q002839,U00518,P00396,10,1,1,1,67.7,3,2026-05-12T20:21:29+10:00,train
I00034067,Q002839,U00518,P00407,11,1,1,1,56.7,3,2026-05-12T20:21:35+10:00,train
I00034068,Q002839,U00518,P00382,12,1,1,1,63.6,3,2026-05-12T20:21:40+10:00,train
I00034069,Q002840,U00840,P00059,1,0,0,0,0,3,2026-05-12T20:59:50+10:00,train
I00034070,Q002840,U00840,P00092,2,1,1,0,69.4,3,2026-05-12T20:59:44+10:00,train
I00034071,Q002840,U00840,P00104,3,1,1,1,56.7,3,2026-05-12T20:59:44+10:00,train
I00034072,Q002840,U00840,P00017,4,1,0,0,64.6,3,2026-05-12T21:00:11+10:00,train
I00034073,Q002840,U00840,P00087,5,1,0,0,40.4,2,2026-05-12T21:00:12+10:00,train
I00034074,Q002840,U00840,P00014,6,1,1,1,55.3,3,2026-05-12T21:00:28+10:00,train
I00034075,Q002840,U00840,P00108,7,1,1,0,67.2,3,2026-05-12T21:00:33+10:00,train
I00034076,Q002840,U00840,P00086,8,0,0,0,0,2,2026-05-12T21:00:11+10:00,train
I00034077,Q002840,U00840,P00111,9,0,0,0,0,2,2026-05-12T21:00:25+10:00,train
I00034078,Q002840,U00840,P00042,10,1,0,0,54.1,2,2026-05-12T21:00:48+10:00,train
I00034079,Q002840,U00840,P00071,11,0,0,0,0,2,2026-05-12T21:00:37+10:00,train
I00034080,Q002840,U00840,P00116,12,0,0,0,0,1,2026-05-12T21:01:12+10:00,train
I00034081,Q002841,U01622,P00454,1,0,0,0,0,1,2026-05-12T21:13:15+10:00,train
I00034082,Q002841,U01622,P00429,2,1,1,1,64.3,3,2026-05-12T21:13:57+10:00,train
I00034083,Q002841,U01622,P00447,3,0,0,0,0,1,2026-05-12T21:14:03+10:00,train
I00034084,Q002841,U01622,P00389,4,1,0,0,61.9,3,2026-05-12T21:13:29+10:00,train
I00034085,Q002841,U01622,P00416,5,0,0,0,0,3,2026-05-12T21:13:56+10:00,train
I00034086,Q002841,U01622,P00373,6,1,1,0,68.2,3,2026-05-12T21:13:59+10:00,train
I00034087,Q002841,U01622,P00393,7,1,0,0,66.5,3,2026-05-12T21:14:13+10:00,train
I00034088,Q002841,U01622,P00456,8,1,0,0,51.4,2,2026-05-12T21:14:30+10:00,train
I00034089,Q002841,U01622,P00412,9,1,0,0,32.0,1,2026-05-12T21:14:25+10:00,train
I00034090,Q002841,U01622,P00386,10,1,1,0,64.6,3,2026-05-12T21:14:28+10:00,train
I00034091,Q002841,U01622,P00477,11,1,1,0,59.5,3,2026-05-12T21:14:48+10:00,train
I00034092,Q002841,U01622,P00382,12,0,0,0,0,2,2026-05-12T21:15:07+10:00,train
I00034093,Q002842,U01905,P00125,1,1,0,0,20.3,1,2026-05-12T21:51:18+10:00,train
I00034094,Q002842,U01905,P00235,2,0,0,0,0,2,2026-05-12T21:52:01+10:00,train
I00034095,Q002842,U01905,P00154,3,0,0,0,0,1,2026-05-12T21:51:41+10:00,train
I00034096,Q002842,U01905,P00197,4,1,0,0,47.8,1,2026-05-12T21:51:53+10:00,train
I00034097,Q002842,U01905,P00212,5,0,0,0,0,1,2026-05-12T21:51:42+10:00,train
I00034098,Q002842,U01905,P00143,6,0,0,0,0,1,2026-05-12T21:51:57+10:00,train
I00034099,Q002842,U01905,P00163,7,1,0,0,25.7,1,2026-05-12T21:52:17+10:00,train
I00034100,Q002842,U01905,P00199,8,0,0,0,0,0,2026-05-12T21:52:18+10:00,train
I00034101,Q002842,U01905,P00191,9,0,0,0,0,0,2026-05-12T21:52:12+10:00,train
I00034102,Q002842,U01905,P00219,10,0,0,0,0,1,2026-05-12T21:52:30+10:00,train
I00034103,Q002842,U01905,P00225,11,0,0,0,0,1,2026-05-12T21:52:37+10:00,train
I00034104,Q002842,U01905,P00204,12,0,0,0,0,0,2026-05-12T21:52:58+10:00,train
I00034105,Q002843,U02448,P00106,1,1,0,0,44.8,2,2026-05-12T22:21:46+10:00,train
I00034106,Q002843,U02448,P00032,2,0,0,0,0,1,2026-05-12T22:21:19+10:00,train
I00034107,Q002843,U02448,P00027,3,1,1,1,49.0,3,2026-05-12T22:21:57+10:00,train
I00034108,Q002843,U02448,P00119,4,1,1,1,56.0,3,2026-05-12T22:21:39+10:00,train
I00034109,Q002843,U02448,P00041,5,1,0,0,27.0,1,2026-05-12T22:21:58+10:00,train
I00034110,Q002843,U02448,P00025,6,0,0,0,0,1,2026-05-12T22:22:00+10:00,train
I00034111,Q002843,U02448,P00026,7,1,1,0,69.9,3,2026-05-12T22:22:15+10:00,train
I00034112,Q002843,U02448,P00088,8,1,0,0,56.6,3,2026-05-12T22:21:57+10:00,train
I00034113,Q002843,U02448,P00006,9,0,0,0,0,2,2026-05-12T22:22:13+10:00,train
I00034114,Q002843,U02448,P00082,10,0,0,0,0,2,2026-05-12T22:22:42+10:00,train
I00034115,Q002843,U02448,P00078,11,1,1,0,63.0,3,2026-05-12T22:22:58+10:00,train
I00034116,Q002843,U02448,P00096,12,0,0,0,0,1,2026-05-12T22:23:09+10:00,train
I00034117,Q002844,U00878,P00192,1,1,1,1,61.5,3,2026-05-12T22:49:17+10:00,train
I00034118,Q002844,U00878,P00174,2,1,1,0,54.3,3,2026-05-12T22:50:00+10:00,train
I00034119,Q002844,U00878,P00208,3,1,0,0,20.0,1,2026-05-12T22:49:48+10:00,train
I00034120,Q002844,U00878,P00142,4,0,0,0,0,2,2026-05-12T22:49:52+10:00,train
I00034121,Q002844,U00878,P00162,5,0,0,0,0,3,2026-05-12T22:50:19+10:00,train
I00034122,Q002844,U00878,P00215,6,0,0,0,0,2,2026-05-12T22:50:24+10:00,train
I00034123,Q002844,U00878,P00202,7,1,0,0,50.2,3,2026-05-12T22:50:17+10:00,train
I00034124,Q002844,U00878,P00199,8,1,1,0,61.3,3,2026-05-12T22:50:16+10:00,train
I00034125,Q002844,U00878,P00183,9,1,0,0,50.8,2,2026-05-12T22:50:52+10:00,train
I00034126,Q002844,U00878,P00151,10,0,0,0,0,1,2026-05-12T22:50:54+10:00,train
I00034127,Q002844,U00878,P00159,11,0,0,0,0,2,2026-05-12T22:50:53+10:00,train
I00034128,Q002844,U00878,P00136,12,1,1,0,51.0,3,2026-05-12T22:50:37+10:00,train
I00034129,Q002845,U02068,P00100,1,1,0,0,46.4,3,2026-05-12T23:17:21+10:00,train
I00034130,Q002845,U02068,P00101,2,1,0,0,56.4,3,2026-05-12T23:17:54+10:00,train
I00034131,Q002845,U02068,P00041,3,1,0,0,51.4,3,2026-05-12T23:18:03+10:00,train
I00034132,Q002845,U02068,P00068,4,1,1,0,68.5,3,2026-05-12T23:18:16+10:00,train
I00034133,Q002845,U02068,P00088,5,0,0,0,0,2,2026-05-12T23:18:15+10:00,train
I00034134,Q002845,U02068,P00027,6,1,0,0,43.1,3,2026-05-12T23:17:56+10:00,train
I00034135,Q002845,U02068,P00102,7,0,0,0,0,1,2026-05-12T23:18:37+10:00,train
I00034136,Q002845,U02068,P00078,8,1,1,0,62.4,3,2026-05-12T23:18:10+10:00,train
I00034137,Q002845,U02068,P00049,9,1,0,0,30.0,1,2026-05-12T23:18:24+10:00,train
I00034138,Q002845,U02068,P00053,10,0,0,0,0,1,2026-05-12T23:18:11+10:00,train
I00034139,Q002845,U02068,P00076,11,0,0,0,0,1,2026-05-12T23:18:34+10:00,train
I00034140,Q002845,U02068,P00112,12,0,0,0,0,1,2026-05-12T23:18:59+10:00,train
I00034141,Q002846,U01873,P00144,1,0,0,0,0,2,2026-05-12T23:51:17+10:00,train
I00034142,Q002846,U01873,P00161,2,1,0,0,45.3,2,2026-05-12T23:51:25+10:00,train
I00034143,Q002846,U01873,P00174,3,1,0,0,55.4,3,2026-05-12T23:51:34+10:00,train
I00034144,Q002846,U01873,P00197,4,1,0,0,45.7,2,2026-05-12T23:51:32+10:00,train
I00034145,Q002846,U01873,P00179,5,1,0,0,58.2,3,2026-05-12T23:51:47+10:00,train
I00034146,Q002846,U01873,P00217,6,0,0,0,0,2,2026-05-12T23:52:31+10:00,train
I00034147,Q002846,U01873,P00237,7,0,0,0,0,3,2026-05-12T23:51:58+10:00,train
I00034148,Q002846,U01873,P00171,8,0,0,0,0,1,2026-05-12T23:52:04+10:00,train
I00034149,Q002846,U01873,P00165,9,0,0,0,0,3,2026-05-12T23:52:48+10:00,train
I00034150,Q002846,U01873,P00195,10,1,1,0,47.2,3,2026-05-12T23:52:17+10:00,train
I00034151,Q002846,U01873,P00218,11,0,0,0,0,3,2026-05-12T23:52:35+10:00,train
I00034152,Q002846,U01873,P00221,12,0,0,0,0,1,2026-05-12T23:52:43+10:00,train
I00034153,Q002847,U01777,P00093,1,0,0,0,0,0,2026-05-13T00:21:35+10:00,train
I00034154,Q002847,U01777,P00005,2,1,0,0,46.5,2,2026-05-13T00:21:32+10:00,train
I00034155,Q002847,U01777,P00030,3,0,0,0,0,2,2026-05-13T00:21:35+10:00,train
I00034156,Q002847,U01777,P00025,4,0,0,0,0,1,2026-05-13T00:21:43+10:00,train
I00034157,Q002847,U01777,P00082,5,1,0,0,39.9,2,2026-05-13T00:22:23+10:00,train
I00034158,Q002847,U01777,P00106,6,0,0,0,0,1,2026-05-13T00:22:10+10:00,train
I00034159,Q002847,U01777,P00074,7,0,0,0,0,1,2026-05-13T00:22:11+10:00,train
I00034160,Q002847,U01777,P00055,8,1,0,0,45.8,2,2026-05-13T00:22:44+10:00,train
I00034161,Q002847,U01777,P00031,9,0,0,0,0,2,2026-05-13T00:22:38+10:00,train
I00034162,Q002847,U01777,P00042,10,1,1,0,37.4,2,2026-05-13T00:22:49+10:00,train
I00034163,Q002847,U01777,P00109,11,0,0,0,0,1,2026-05-13T00:23:05+10:00,train
I00034164,Q002847,U01777,P00033,12,0,0,0,0,2,2026-05-13T00:23:12+10:00,train
I00034165,Q002848,U01023,P00258,1,0,0,0,0,3,2026-05-13T00:43:47+10:00,train
I00034166,Q002848,U01023,P00332,2,1,1,1,70.6,3,2026-05-13T00:43:18+10:00,train
I00034167,Q002848,U01023,P00336,3,0,0,0,0,3,2026-05-13T00:43:43+10:00,train
I00034168,Q002848,U01023,P00242,4,1,0,0,67.1,3,2026-05-13T00:43:58+10:00,train
I00034169,Q002848,U01023,P00298,5,1,1,0,63.7,3,2026-05-13T00:43:49+10:00,train
I00034170,Q002848,U01023,P00247,6,0,0,0,0,2,2026-05-13T00:44:02+10:00,train
I00034171,Q002848,U01023,P00265,7,1,0,0,62.7,3,2026-05-13T00:43:58+10:00,train
I00034172,Q002848,U01023,P00282,8,0,0,0,0,3,2026-05-13T00:44:21+10:00,train
I00034173,Q002848,U01023,P00358,9,0,0,0,0,2,2026-05-13T00:44:08+10:00,train
I00034174,Q002848,U01023,P00268,10,0,0,0,0,1,2026-05-13T00:44:47+10:00,train
I00034175,Q002848,U01023,P00252,11,0,0,0,0,1,2026-05-13T00:44:35+10:00,train
I00034176,Q002848,U01023,P00305,12,0,0,0,0,2,2026-05-13T00:44:24+10:00,train
I00034177,Q002849,U00311,P00330,1,0,0,0,0,0,2026-05-13T01:22:18+10:00,train
I00034178,Q002849,U00311,P00339,2,0,0,0,0,2,2026-05-13T01:22:27+10:00,train
I00034179,Q002849,U00311,P00332,3,0,0,0,0,1,2026-05-13T01:22:58+10:00,train
I00034180,Q002849,U00311,P00257,4,0,0,0,0,0,2026-05-13T01:23:04+10:00,train
I00034181,Q002849,U00311,P00359,5,0,0,0,0,0,2026-05-13T01:22:39+10:00,train
I00034182,Q002849,U00311,P00350,6,0,0,0,0,1,2026-05-13T01:23:25+10:00,train
I00034183,Q002849,U00311,P00258,7,0,0,0,0,0,2026-05-13T01:23:04+10:00,train
I00034184,Q002849,U00311,P00272,8,0,0,0,0,0,2026-05-13T01:23:04+10:00,train
I00034185,Q002849,U00311,P00353,9,0,0,0,0,0,2026-05-13T01:23:30+10:00,train
I00034186,Q002849,U00311,P00317,10,0,0,0,0,0,2026-05-13T01:23:58+10:00,train
I00034187,Q002849,U00311,P00278,11,0,0,0,0,1,2026-05-13T01:23:53+10:00,train
I00034188,Q002849,U00311,P00245,12,0,0,0,0,0,2026-05-13T01:23:47+10:00,train
I00034189,Q002850,U00188,P00066,1,0,0,0,0,2,2026-05-13T01:45:42+10:00,train
I00034190,Q002850,U00188,P00072,2,1,0,0,41.8,2,2026-05-13T01:45:24+10:00,train
I00034191,Q002850,U00188,P00069,3,0,0,0,0,1,2026-05-13T01:45:41+10:00,train
I00034192,Q002850,U00188,P00117,4,0,0,0,0,1,2026-05-13T01:45:58+10:00,train
I00034193,Q002850,U00188,P00003,5,0,0,0,0,1,2026-05-13T01:45:46+10:00,train
I00034194,Q002850,U00188,P00114,6,0,0,0,0,2,2026-05-13T01:46:21+10:00,train
I00034195,Q002850,U00188,P00062,7,0,0,0,0,1,2026-05-13T01:46:06+10:00,train
I00034196,Q002850,U00188,P00017,8,0,0,0,0,3,2026-05-13T01:46:46+10:00,train
I00034197,Q002850,U00188,P00011,9,0,0,0,0,1,2026-05-13T01:46:28+10:00,train
I00034198,Q002850,U00188,P00070,10,1,0,0,34.3,2,2026-05-13T01:46:50+10:00,train
I00034199,Q002850,U00188,P00008,11,1,0,0,49.4,2,2026-05-13T01:46:51+10:00,train
I00034200,Q002850,U00188,P00043,12,0,0,0,0,0,2026-05-13T01:47:06+10:00,train
I00034201,Q002851,U01134,P00235,1,0,0,0,0,1,2026-05-13T02:28:08+10:00,train
I00034202,Q002851,U01134,P00161,2,1,1,0,41.2,2,2026-05-13T02:28:53+10:00,train
I00034203,Q002851,U01134,P00187,3,1,1,0,57.0,2,2026-05-13T02:29:11+10:00,train
I00034204,Q002851,U01134,P00238,4,0,0,0,0,2,2026-05-13T02:29:06+10:00,train
I00034205,Q002851,U01134,P00191,5,1,0,0,49.4,2,2026-05-13T02:29:20+10:00,train
I00034206,Q002851,U01134,P00226,6,1,0,0,51.5,3,2026-05-13T02:29:12+10:00,train
I00034207,Q002851,U01134,P00142,7,1,0,0,50.2,2,2026-05-13T02:29:30+10:00,train
I00034208,Q002851,U01134,P00234,8,0,0,0,0,2,2026-05-13T02:29:25+10:00,train
I00034209,Q002851,U01134,P00233,9,1,1,0,54.0,2,2026-05-13T02:29:31+10:00,train
I00034210,Q002851,U01134,P00214,10,1,0,0,41.2,2,2026-05-13T02:29:38+10:00,train
I00034211,Q002851,U01134,P00121,11,1,1,1,37.3,2,2026-05-13T02:29:31+10:00,train
I00034212,Q002851,U01134,P00147,12,1,0,0,34.9,1,2026-05-13T02:30:13+10:00,train
I00034213,Q002852,U00291,P00206,1,0,0,0,0,1,2026-05-13T02:40:18+10:00,train
I00034214,Q002852,U00291,P00235,2,1,0,0,42.1,2,2026-05-13T02:40:27+10:00,train
I00034215,Q002852,U00291,P00231,3,1,0,0,47.4,2,2026-05-13T02:40:49+10:00,train
I00034216,Q002852,U00291,P00137,4,0,0,0,0,0,2026-05-13T02:40:46+10:00,train
I00034217,Q002852,U00291,P00129,5,1,0,0,51.1,2,2026-05-13T02:41:02+10:00,train
I00034218,Q002852,U00291,P00212,6,0,0,0,0,0,2026-05-13T02:41:02+10:00,train
I00034219,Q002852,U00291,P00236,7,0,0,0,0,0,2026-05-13T02:41:10+10:00,train
I00034220,Q002852,U00291,P00224,8,0,0,0,0,0,2026-05-13T02:41:02+10:00,train
I00034221,Q002852,U00291,P00219,9,0,0,0,0,0,2026-05-13T02:41:11+10:00,train
I00034222,Q002852,U00291,P00134,10,0,0,0,0,1,2026-05-13T02:41:11+10:00,train
I00034223,Q002852,U00291,P00165,11,0,0,0,0,0,2026-05-13T02:41:55+10:00,train
I00034224,Q002852,U00291,P00168,12,0,0,0,0,1,2026-05-13T02:41:56+10:00,train
I00034225,Q002853,U00268,P00402,1,1,0,0,55.2,3,2026-05-13T03:26:46+10:00,train
I00034226,Q002853,U00268,P00377,2,1,0,0,39.4,2,2026-05-13T03:26:30+10:00,train
I00034227,Q002853,U00268,P00447,3,1,0,0,16.2,1,2026-05-13T03:26:57+10:00,train
I00034228,Q002853,U00268,P00435,4,0,0,0,0,3,2026-05-13T03:27:13+10:00,train
I00034229,Q002853,U00268,P00471,5,1,0,0,54.8,2,2026-05-13T03:27:17+10:00,train
I00034230,Q002853,U00268,P00437,6,0,0,0,0,1,2026-05-13T03:27:04+10:00,train
I00034231,Q002853,U00268,P00388,7,1,0,0,71.0,3,2026-05-13T03:27:27+10:00,train
I00034232,Q002853,U00268,P00373,8,0,0,0,0,1,2026-05-13T03:27:16+10:00,train
I00034233,Q002853,U00268,P00428,9,1,0,0,41.0,2,2026-05-13T03:27:51+10:00,train
I00034234,Q002853,U00268,P00400,10,1,1,0,52.7,3,2026-05-13T03:27:16+10:00,train
I00034235,Q002853,U00268,P00395,11,0,0,0,0,0,2026-05-13T03:27:17+10:00,train
I00034236,Q002853,U00268,P00371,12,0,0,0,0,1,2026-05-13T03:27:35+10:00,train
I00034237,Q002854,U02374,P00056,1,1,1,0,59.0,3,2026-05-13T03:55:38+10:00,train
I00034238,Q002854,U02374,P00046,2,1,1,1,58.6,3,2026-05-13T03:55:37+10:00,train
I00034239,Q002854,U02374,P00080,3,0,0,0,0,3,2026-05-13T03:55:24+10:00,train
I00034240,Q002854,U02374,P00027,4,1,0,0,47.2,2,2026-05-13T03:55:41+10:00,train
I00034241,Q002854,U02374,P00085,5,0,0,0,0,2,2026-05-13T03:55:43+10:00,train
I00034242,Q002854,U02374,P00025,6,0,0,0,0,0,2026-05-13T03:55:58+10:00,train
I00034243,Q002854,U02374,P00091,7,0,0,0,0,3,2026-05-13T03:56:04+10:00,train
I00034244,Q002854,U02374,P00107,8,0,0,0,0,1,2026-05-13T03:55:59+10:00,train
I00034245,Q002854,U02374,P00097,9,1,0,0,65.0,3,2026-05-13T03:56:17+10:00,train
I00034246,Q002854,U02374,P00068,10,0,0,0,0,3,2026-05-13T03:56:34+10:00,train
I00034247,Q002854,U02374,P00083,11,1,0,0,38.5,2,2026-05-13T03:57:03+10:00,train
I00034248,Q002854,U02374,P00002,12,0,0,0,0,1,2026-05-13T03:57:05+10:00,train
I00034249,Q002855,U02130,P00215,1,0,0,0,0,3,2026-05-13T04:29:39+10:00,train
I00034250,Q002855,U02130,P00235,2,1,0,0,27.8,1,2026-05-13T04:29:27+10:00,train
I00034251,Q002855,U02130,P00166,3,0,0,0,0,1,2026-05-13T04:30:07+10:00,train
I00034252,Q002855,U02130,P00214,4,0,0,0,0,2,2026-05-13T04:30:00+10:00,train
