user_id,age_group,city_tier,price_sensitivity,preferred_brand,preferred_category,primary_use_case,created_at
U01226,18-24,新一线,0.5062,澄光,键鼠套装,差旅通勤,2025-11-02T09:00:00+10:00
U01227,35-44,一线,0.2029,森屿,头戴耳机,影音娱乐,2024-06-16T09:00:00+10:00
U01228,25-34,新一线,0.4872,极昼,笔记本电脑,编程开发,2025-02-17T09:00:00+10:00
U01229,35-44,三线及以下,0.2613,云驰,智能手机,内容创作,2024-11-13T09:00:00+10:00
U01230,18-24,一线,0.3036,星云,平板电脑,差旅通勤,2026-02-07T09:00:00+10:00
U01231,25-34,二线,0.508,矩阵,笔记本电脑,编程开发,2026-06-27T09:00:00+10:00
U01232,35-44,新一线,0.3281,森屿,显示器,影音娱乐,2026-04-23T09:00:00+10:00
U01233,35-44,一线,0.5286,矩阵,显示器,差旅通勤,2024-04-16T09:00:00+10:00
U01234,25-34,二线,0.1966,星云,笔记本电脑,学习办公,2025-12-14T09:00:00+10:00
U01235,45+,二线,0.7199,澄光,智能手机,差旅通勤,2025-02-17T09:00:00+10:00
U01236,35-44,二线,0.4788,星云,笔记本电脑,影音娱乐,2025-10-21T09:00:00+10:00
U01237,45+,一线,0.3662,岚川,键鼠套装,轻度游戏,2025-01-09T09:00:00+10:00
U01238,18-24,一线,0.8645,岚川,平板电脑,差旅通勤,2025-02-07T09:00:00+10:00
U01239,18-24,新一线,0.4755,星云,智能手机,学习办公,2024-08-01T09:00:00+10:00
U01240,35-44,三线及以下,0.7534,玄甲,键鼠套装,学习办公,2026-06-05T09:00:00+10:00
U01241,35-44,新一线,0.3944,岚川,显示器,内容创作,2025-08-10T09:00:00+10:00
U01242,25-34,新一线,0.6557,岚川,平板电脑,学习办公,2026-01-03T09:00:00+10:00
U01243,18-24,一线,0.5226,云驰,键鼠套装,编程开发,2024-04-17T09:00:00+10:00
U01244,18-24,新一线,0.3149,云驰,平板电脑,轻度游戏,2026-05-17T09:00:00+10:00
U01245,18-24,二线,0.2631,矩阵,平板电脑,差旅通勤,2025-01-07T09:00:00+10:00
U01246,25-34,二线,0.3348,岚川,键鼠套装,编程开发,2024-08-11T09:00:00+10:00
U01247,18-24,三线及以下,0.8596,玄甲,平板电脑,学习办公,2024-08-03T09:00:00+10:00
U01248,18-24,三线及以下,0.3796,极昼,平板电脑,内容创作,2024-07-02T09:00:00+10:00
U01249,18-24,二线,0.5632,玄甲,头戴耳机,差旅通勤,2026-06-30T09:00:00+10:00
U01250,25-34,新一线,0.7826,矩阵,笔记本电脑,影音娱乐,2025-05-10T09:00:00+10:00
U01251,25-34,二线,0.7742,澄光,键鼠套装,学习办公,2025-04-13T09:00:00+10:00
U01252,25-34,新一线,0.2437,岚川,键鼠套装,差旅通勤,2025-08-09T09:00:00+10:00
U01253,18-24,三线及以下,0.5624,澄光,键鼠套装,轻度游戏,2026-02-08T09:00:00+10:00
U01254,25-34,三线及以下,0.2372,极昼,笔记本电脑,差旅通勤,2025-12-29T09:00:00+10:00
U01255,25-34,一线,0.5905,澄光,平板电脑,差旅通勤,2024-07-05T09:00:00+10:00
U01256,35-44,新一线,0.479,星云,头戴耳机,内容创作,2024-10-19T09:00:00+10:00
U01257,18-24,二线,0.487,矩阵,平板电脑,编程开发,2025-07-19T09:00:00+10:00
U01258,35-44,三线及以下,0.8299,星云,智能手机,差旅通勤,2024-08-17T09:00:00+10:00
U01259,18-24,二线,0.7154,玄甲,平板电脑,轻度游戏,2025-05-04T09:00:00+10:00
U01260,25-34,三线及以下,0.4244,玄甲,头戴耳机,差旅通勤,2026-01-28T09:00:00+10:00
U01261,25-34,一线,0.981,极昼,笔记本电脑,学习办公,2026-02-13T09:00:00+10:00
U01262,25-34,二线,0.5041,云驰,显示器,差旅通勤,2025-03-18T09:00:00+10:00
U01263,25-34,三线及以下,0.1709,极昼,智能手机,差旅通勤,2024-11-10T09:00:00+10:00
U01264,45+,三线及以下,0.177,森屿,智能手机,内容创作,2025-11-07T09:00:00+10:00
U01265,45+,二线,0.5878,岚川,平板电脑,影音娱乐,2025-03-27T09:00:00+10:00
U01266,25-34,新一线,0.2728,岚川,智能手机,影音娱乐,2025-10-23T09:00:00+10:00
U01267,35-44,二线,0.8627,云驰,显示器,内容创作,2024-08-12T09:00:00+10:00
U01268,25-34,一线,0.4396,岚川,键鼠套装,影音娱乐,2024-08-30T09:00:00+10:00
U01269,35-44,二线,0.5812,澄光,平板电脑,学习办公,2025-10-09T09:00:00+10:00
U01270,25-34,一线,0.6813,星云,智能手机,差旅通勤,2024-10-30T09:00:00+10:00
U01271,25-34,新一线,0.854,森屿,显示器,轻度游戏,2025-02-18T09:00:00+10:00
U01272,35-44,二线,0.4459,星云,头戴耳机,学习办公,2024-10-28T09:00:00+10:00
U01273,18-24,三线及以下,0.2785,岚川,显示器,差旅通勤,2024-11-09T09:00:00+10:00
U01274,35-44,新一线,0.7318,森屿,显示器,内容创作,2024-11-17T09:00:00+10:00
U01275,35-44,新一线,0.3065,矩阵,平板电脑,学习办公,2024-03-22T09:00:00+10:00
U01276,18-24,新一线,0.3009,澄光,智能手机,内容创作,2025-07-05T09:00:00+10:00
U01277,25-34,二线,0.3416,澄光,平板电脑,轻度游戏,2024-10-20T09:00:00+10:00
U01278,25-34,二线,0.7437,森屿,显示器,编程开发,2024-06-10T09:00:00+10:00
U01279,18-24,一线,0.6993,澄光,键鼠套装,差旅通勤,2024-05-19T09:00:00+10:00
U01280,25-34,一线,0.2943,矩阵,头戴耳机,学习办公,2026-03-29T09:00:00+10:00
U01281,18-24,二线,0.7727,星云,平板电脑,差旅通勤,2024-07-22T09:00:00+10:00
U01282,35-44,新一线,0.6463,星云,显示器,影音娱乐,2026-07-16T09:00:00+10:00
U01283,25-34,一线,0.6625,玄甲,智能手机,内容创作,2025-09-21T09:00:00+10:00
U01284,25-34,二线,0.5747,极昼,平板电脑,学习办公,2024-12-31T09:00:00+10:00
U01285,25-34,新一线,0.6945,森屿,平板电脑,差旅通勤,2025-02-16T09:00:00+10:00
U01286,18-24,一线,0.4986,森屿,显示器,差旅通勤,2026-04-27T09:00:00+10:00
U01287,18-24,二线,0.4263,云驰,显示器,内容创作,2024-09-26T09:00:00+10:00
U01288,25-34,二线,0.6536,矩阵,平板电脑,轻度游戏,2026-04-12T09:00:00+10:00
U01289,25-34,三线及以下,0.6594,矩阵,头戴耳机,内容创作,2024-03-31T09:00:00+10:00
U01290,18-24,三线及以下,0.5601,矩阵,智能手机,编程开发,2026-05-29T09:00:00+10:00
U01291,35-44,一线,0.6994,矩阵,头戴耳机,内容创作,2025-08-26T09:00:00+10:00
U01292,18-24,二线,0.7638,云驰,键鼠套装,学习办公,2026-02-10T09:00:00+10:00
U01293,35-44,一线,0.6125,森屿,平板电脑,影音娱乐,2025-07-20T09:00:00+10:00
U01294,35-44,二线,0.5758,矩阵,显示器,内容创作,2024-05-25T09:00:00+10:00
U01295,25-34,二线,0.2716,星云,键鼠套装,编程开发,2025-03-31T09:00:00+10:00
U01296,18-24,二线,0.209,森屿,智能手机,编程开发,2024-09-02T09:00:00+10:00
U01297,45+,二线,0.5212,星云,智能手机,编程开发,2026-01-19T09:00:00+10:00
U01298,25-34,二线,0.4342,森屿,智能手机,内容创作,2024-07-05T09:00:00+10:00
U01299,45+,新一线,0.4399,岚川,显示器,轻度游戏,2024-05-25T09:00:00+10:00
U01300,18-24,二线,0.9527,云驰,平板电脑,影音娱乐,2025-08-27T09:00:00+10:00
U01301,25-34,二线,0.2435,岚川,键鼠套装,编程开发,2025-08-01T09:00:00+10:00
U01302,35-44,三线及以下,0.2926,玄甲,笔记本电脑,轻度游戏,2026-04-03T09:00:00+10:00
U01303,35-44,新一线,0.4372,森屿,笔记本电脑,轻度游戏,2026-05-15T09:00:00+10:00
U01304,18-24,二线,0.381,矩阵,智能手机,学习办公,2025-10-31T09:00:00+10:00
U01305,45+,一线,0.3761,森屿,智能手机,编程开发,2025-03-23T09:00:00+10:00
U01306,18-24,新一线,0.2573,云驰,显示器,轻度游戏,2025-10-07T09:00:00+10:00
U01307,25-34,二线,0.3107,星云,头戴耳机,轻度游戏,2025-06-08T09:00:00+10:00
U01308,45+,一线,0.3802,矩阵,键鼠套装,内容创作,2026-05-06T09:00:00+10:00
U01309,25-34,二线,0.7566,玄甲,智能手机,学习办公,2026-05-29T09:00:00+10:00
U01310,35-44,二线,0.734,玄甲,显示器,轻度游戏,2024-04-05T09:00:00+10:00
U01311,18-24,二线,0.7205,玄甲,智能手机,差旅通勤,2025-02-25T09:00:00+10:00
U01312,25-34,三线及以下,0.6041,岚川,智能手机,影音娱乐,2026-05-30T09:00:00+10:00
U01313,25-34,二线,0.281,森屿,智能手机,编程开发,2025-03-27T09:00:00+10:00
U01314,35-44,新一线,0.2445,极昼,智能手机,影音娱乐,2024-05-12T09:00:00+10:00
U01315,18-24,二线,0.6786,矩阵,显示器,内容创作,2024-12-03T09:00:00+10:00
U01316,18-24,一线,0.3461,岚川,笔记本电脑,轻度游戏,2025-08-22T09:00:00+10:00
U01317,25-34,一线,0.4196,星云,键鼠套装,轻度游戏,2025-01-07T09:00:00+10:00
U01318,35-44,新一线,0.6581,极昼,笔记本电脑,学习办公,2025-01-20T09:00:00+10:00
U01319,45+,新一线,0.7272,极昼,键鼠套装,影音娱乐,2026-06-15T09:00:00+10:00
U01320,35-44,三线及以下,0.4442,矩阵,平板电脑,差旅通勤,2024-03-26T09:00:00+10:00
U01321,18-24,一线,0.7334,极昼,智能手机,差旅通勤,2024-12-15T09:00:00+10:00
U01322,18-24,一线,0.4352,云驰,平板电脑,差旅通勤,2025-06-15T09:00:00+10:00
U01323,25-34,一线,0.7712,岚川,平板电脑,影音娱乐,2024-05-31T09:00:00+10:00
U01324,35-44,新一线,0.361,云驰,笔记本电脑,影音娱乐,2024-05-26T09:00:00+10:00
U01325,25-34,三线及以下,0.4813,澄光,笔记本电脑,轻度游戏,2026-01-02T09:00:00+10:00
U01326,45+,一线,0.1288,玄甲,智能手机,内容创作,2026-03-05T09:00:00+10:00
U01327,35-44,二线,0.6009,极昼,显示器,差旅通勤,2026-01-30T09:00:00+10:00
U01328,18-24,三线及以下,0.558,森屿,平板电脑,内容创作,2024-05-09T09:00:00+10:00
U01329,35-44,新一线,0.2565,澄光,头戴耳机,学习办公,2024-11-28T09:00:00+10:00
U01330,18-24,新一线,0.9569,云驰,键鼠套装,内容创作,2025-02-21T09:00:00+10:00
U01331,35-44,新一线,0.5752,矩阵,智能手机,编程开发,2026-02-15T09:00:00+10:00
U01332,18-24,三线及以下,0.6998,澄光,键鼠套装,内容创作,2026-05-25T09:00:00+10:00
U01333,18-24,新一线,0.3793,澄光,笔记本电脑,轻度游戏,2024-12-07T09:00:00+10:00
U01334,35-44,一线,0.3937,森屿,平板电脑,影音娱乐,2026-06-11T09:00:00+10:00
U01335,25-34,三线及以下,0.9326,澄光,平板电脑,编程开发,2024-09-27T09:00:00+10:00
U01336,35-44,新一线,0.6942,森屿,智能手机,影音娱乐,2025-12-29T09:00:00+10:00
U01337,18-24,一线,0.8615,矩阵,头戴耳机,内容创作,2026-07-03T09:00:00+10:00
U01338,35-44,三线及以下,0.5216,极昼,平板电脑,影音娱乐,2024-07-16T09:00:00+10:00
U01339,18-24,一线,0.6757,森屿,平板电脑,编程开发,2024-10-28T09:00:00+10:00
U01340,35-44,新一线,0.2325,玄甲,键鼠套装,学习办公,2025-03-18T09:00:00+10:00
U01341,25-34,新一线,0.4102,极昼,显示器,内容创作,2025-11-17T09:00:00+10:00
U01342,25-34,新一线,0.6429,岚川,平板电脑,学习办公,2026-03-13T09:00:00+10:00
U01343,18-24,新一线,0.9158,森屿,头戴耳机,轻度游戏,2026-01-06T09:00:00+10:00
U01344,25-34,二线,0.6783,极昼,智能手机,影音娱乐,2026-07-17T09:00:00+10:00
U01345,18-24,二线,0.7801,森屿,显示器,内容创作,2024-07-27T09:00:00+10:00
U01346,35-44,一线,0.9611,澄光,平板电脑,差旅通勤,2026-03-23T09:00:00+10:00
U01347,18-24,一线,0.6173,极昼,平板电脑,学习办公,2024-11-24T09:00:00+10:00
U01348,18-24,一线,0.5739,森屿,显示器,内容创作,2025-05-18T09:00:00+10:00
U01349,25-34,新一线,0.9047,澄光,智能手机,差旅通勤,2025-03-01T09:00:00+10:00
U01350,18-24,二线,0.6632,澄光,键鼠套装,影音娱乐,2026-05-25T09:00:00+10:00
U01351,45+,二线,0.415,澄光,平板电脑,学习办公,2026-05-01T09:00:00+10:00
U01352,25-34,一线,0.6115,极昼,智能手机,内容创作,2026-04-01T09:00:00+10:00
U01353,18-24,一线,0.436,岚川,显示器,轻度游戏,2025-04-25T09:00:00+10:00
U01354,25-34,一线,0.3725,玄甲,键鼠套装,轻度游戏,2025-07-24T09:00:00+10:00
U01355,25-34,新一线,0.5699,岚川,笔记本电脑,编程开发,2025-09-13T09:00:00+10:00
U01356,18-24,三线及以下,0.8704,玄甲,显示器,内容创作,2025-04-18T09:00:00+10:00
U01357,25-34,二线,0.5639,玄甲,平板电脑,学习办公,2026-01-05T09:00:00+10:00
U01358,35-44,二线,0.8383,云驰,智能手机,内容创作,2024-05-05T09:00:00+10:00
U01359,35-44,二线,0.3503,星云,显示器,轻度游戏,2024-12-09T09:00:00+10:00
U01360,18-24,三线及以下,0.9316,澄光,显示器,轻度游戏,2025-04-03T09:00:00+10:00
U01361,25-34,一线,0.4465,玄甲,笔记本电脑,影音娱乐,2026-03-19T09:00:00+10:00
U01362,18-24,新一线,0.4948,玄甲,智能手机,影音娱乐,2025-05-28T09:00:00+10:00
U01363,18-24,二线,0.6301,云驰,键鼠套装,编程开发,2025-01-24T09:00:00+10:00
U01364,45+,一线,0.7518,森屿,智能手机,内容创作,2024-08-18T09:00:00+10:00
U01365,25-34,新一线,0.7174,极昼,笔记本电脑,差旅通勤,2026-03-01T09:00:00+10:00
U01366,25-34,新一线,0.2305,矩阵,键鼠套装,影音娱乐,2026-05-08T09:00:00+10:00
U01367,18-24,三线及以下,0.6705,星云,键鼠套装,差旅通勤,2024-07-25T09:00:00+10:00
U01368,18-24,一线,0.5391,玄甲,智能手机,轻度游戏,2024-07-04T09:00:00+10:00
U01369,25-34,新一线,0.9359,极昼,平板电脑,内容创作,2025-09-04T09:00:00+10:00
U01370,18-24,新一线,0.4114,极昼,显示器,轻度游戏,2024-03-24T09:00:00+10:00
U01371,25-34,新一线,0.0751,玄甲,笔记本电脑,编程开发,2024-12-06T09:00:00+10:00
U01372,18-24,一线,0.5461,矩阵,平板电脑,内容创作,2025-07-21T09:00:00+10:00
U01373,18-24,新一线,0.5262,森屿,笔记本电脑,轻度游戏,2024-12-17T09:00:00+10:00
U01374,35-44,二线,0.4975,矩阵,键鼠套装,内容创作,2025-06-20T09:00:00+10:00
U01375,25-34,二线,0.7992,澄光,显示器,影音娱乐,2025-08-24T09:00:00+10:00
U01376,18-24,一线,0.891,矩阵,平板电脑,差旅通勤,2025-09-15T09:00:00+10:00
U01377,18-24,新一线,0.8865,星云,智能手机,内容创作,2024-08-21T09:00:00+10:00
U01378,25-34,一线,0.4792,矩阵,平板电脑,影音娱乐,2026-04-06T09:00:00+10:00
U01379,25-34,一线,0.6628,云驰,智能手机,影音娱乐,2024-11-21T09:00:00+10:00
U01380,35-44,新一线,0.6457,森屿,显示器,内容创作,2024-10-15T09:00:00+10:00
U01381,25-34,二线,0.3377,澄光,平板电脑,轻度游戏,2024-11-01T09:00:00+10:00
U01382,25-34,新一线,0.5087,极昼,笔记本电脑,差旅通勤,2025-11-14T09:00:00+10:00
U01383,18-24,二线,0.4991,森屿,头戴耳机,内容创作,2025-04-06T09:00:00+10:00
U01384,35-44,一线,0.4823,玄甲,平板电脑,学习办公,2025-09-17T09:00:00+10:00
U01385,35-44,一线,0.1953,极昼,显示器,影音娱乐,2025-02-17T09:00:00+10:00
U01386,25-34,一线,0.7859,云驰,笔记本电脑,编程开发,2024-03-18T09:00:00+10:00
U01387,25-34,二线,0.1384,云驰,笔记本电脑,内容创作,2025-12-14T09:00:00+10:00
U01388,18-24,一线,0.3414,岚川,头戴耳机,学习办公,2026-04-03T09:00:00+10:00
U01389,18-24,新一线,0.836,森屿,平板电脑,差旅通勤,2026-05-04T09:00:00+10:00
U01390,35-44,新一线,0.3532,矩阵,显示器,学习办公,2025-06-06T09:00:00+10:00
U01391,35-44,新一线,0.2615,玄甲,头戴耳机,差旅通勤,2024-10-15T09:00:00+10:00
U01392,25-34,三线及以下,0.3387,星云,显示器,编程开发,2025-06-13T09:00:00+10:00
U01393,25-34,一线,0.325,岚川,平板电脑,差旅通勤,2025-10-11T09:00:00+10:00
U01394,18-24,一线,0.8858,澄光,笔记本电脑,编程开发,2024-08-30T09:00:00+10:00
U01395,45+,一线,0.5136,玄甲,智能手机,轻度游戏,2026-03-16T09:00:00+10:00
U01396,25-34,一线,0.5801,云驰,显示器,影音娱乐,2025-01-09T09:00:00+10:00
U01397,45+,一线,0.1809,岚川,键鼠套装,内容创作,2026-05-04T09:00:00+10:00
U01398,25-34,三线及以下,0.7869,云驰,平板电脑,学习办公,2024-06-21T09:00:00+10:00
U01399,35-44,三线及以下,0.2,澄光,笔记本电脑,编程开发,2026-07-01T09:00:00+10:00
U01400,18-24,一线,0.3567,森屿,键鼠套装,影音娱乐,2025-12-17T09:00:00+10:00
U01401,25-34,一线,0.4219,玄甲,键鼠套装,学习办公,2025-04-09T09:00:00+10:00
U01402,18-24,三线及以下,0.5947,极昼,键鼠套装,轻度游戏,2024-12-13T09:00:00+10:00
U01403,25-34,一线,0.8532,极昼,智能手机,影音娱乐,2025-12-14T09:00:00+10:00
U01404,18-24,新一线,0.6021,岚川,智能手机,学习办公,2026-03-03T09:00:00+10:00
U01405,35-44,新一线,0.5863,云驰,键鼠套装,差旅通勤,2024-12-14T09:00:00+10:00
U01406,35-44,一线,0.7356,岚川,显示器,编程开发,2024-08-21T09:00:00+10:00
U01407,35-44,三线及以下,0.566,云驰,键鼠套装,轻度游戏,2024-11-25T09:00:00+10:00
U01408,35-44,新一线,0.7701,森屿,智能手机,差旅通勤,2026-04-29T09:00:00+10:00
U01409,35-44,新一线,0.7522,云驰,智能手机,影音娱乐,2025-12-14T09:00:00+10:00
U01410,25-34,二线,0.8963,极昼,头戴耳机,内容创作,2025-09-27T09:00:00+10:00
U01411,25-34,二线,0.4227,森屿,键鼠套装,学习办公,2025-08-16T09:00:00+10:00
U01412,35-44,一线,0.7058,澄光,笔记本电脑,内容创作,2026-07-17T09:00:00+10:00
U01413,18-24,新一线,0.2553,极昼,笔记本电脑,编程开发,2024-06-05T09:00:00+10:00
U01414,25-34,一线,0.1942,森屿,键鼠套装,轻度游戏,2025-10-22T09:00:00+10:00
U01415,45+,一线,0.6477,岚川,显示器,编程开发,2025-05-06T09:00:00+10:00
U01416,35-44,一线,0.9033,星云,显示器,轻度游戏,2024-06-03T09:00:00+10:00
U01417,18-24,一线,0.4521,矩阵,头戴耳机,学习办公,2026-07-05T09:00:00+10:00
U01418,35-44,二线,0.8237,矩阵,智能手机,差旅通勤,2025-04-05T09:00:00+10:00
U01419,18-24,一线,0.3561,极昼,头戴耳机,影音娱乐,2024-11-20T09:00:00+10:00
U01420,18-24,新一线,0.2259,澄光,头戴耳机,影音娱乐,2024-06-10T09:00:00+10:00
U01421,35-44,二线,0.6904,星云,平板电脑,编程开发,2026-04-08T09:00:00+10:00
U01422,18-24,二线,0.7774,极昼,智能手机,编程开发,2024-11-25T09:00:00+10:00
U01423,18-24,三线及以下,0.6201,森屿,平板电脑,轻度游戏,2024-10-04T09:00:00+10:00
U01424,18-24,三线及以下,0.4397,云驰,键鼠套装,差旅通勤,2026-04-11T09:00:00+10:00
U01425,25-34,新一线,0.4578,森屿,键鼠套装,学习办公,2025-10-27T09:00:00+10:00
U01426,18-24,新一线,0.6925,云驰,笔记本电脑,学习办公,2026-06-19T09:00:00+10:00
U01427,35-44,新一线,0.4556,岚川,键鼠套装,学习办公,2025-08-05T09:00:00+10:00
U01428,25-34,新一线,0.159,星云,显示器,轻度游戏,2024-07-10T09:00:00+10:00
U01429,25-34,二线,0.6681,森屿,笔记本电脑,影音娱乐,2026-04-10T09:00:00+10:00
U01430,35-44,一线,0.5034,极昼,智能手机,差旅通勤,2026-04-27T09:00:00+10:00
U01431,25-34,二线,0.7193,森屿,显示器,差旅通勤,2024-07-11T09:00:00+10:00
U01432,35-44,新一线,0.6156,矩阵,智能手机,学习办公,2024-09-06T09:00:00+10:00
U01433,25-34,二线,0.5951,矩阵,显示器,内容创作,2024-10-26T09:00:00+10:00
U01434,18-24,三线及以下,0.4764,岚川,笔记本电脑,学习办公,2026-04-16T09:00:00+10:00
U01435,35-44,三线及以下,0.8391,云驰,键鼠套装,轻度游戏,2026-05-16T09:00:00+10:00
U01436,25-34,二线,0.3954,矩阵,笔记本电脑,编程开发,2024-10-29T09:00:00+10:00
U01437,25-34,二线,0.694,澄光,显示器,内容创作,2025-10-30T09:00:00+10:00
U01438,18-24,二线,0.4452,森屿,显示器,学习办公,2024-12-04T09:00:00+10:00
U01439,25-34,一线,0.6144,矩阵,显示器,编程开发,2025-12-22T09:00:00+10:00
U01440,25-34,二线,0.65,森屿,平板电脑,学习办公,2025-05-23T09:00:00+10:00
U01441,18-24,新一线,0.3963,森屿,智能手机,轻度游戏,2025-03-12T09:00:00+10:00
U01442,18-24,新一线,0.58,极昼,显示器,编程开发,2024-06-10T09:00:00+10:00
U01443,18-24,新一线,0.1834,云驰,键鼠套装,内容创作,2026-04-10T09:00:00+10:00
U01444,18-24,一线,0.582,星云,头戴耳机,学习办公,2024-12-31T09:00:00+10:00
U01445,25-34,新一线,0.099,矩阵,智能手机,内容创作,2024-06-08T09:00:00+10:00
U01446,25-34,新一线,0.6599,矩阵,平板电脑,轻度游戏,2025-04-11T09:00:00+10:00
U01447,18-24,一线,0.5494,矩阵,键鼠套装,学习办公,2025-10-22T09:00:00+10:00
U01448,25-34,三线及以下,0.6665,极昼,平板电脑,内容创作,2025-07-03T09:00:00+10:00
U01449,45+,一线,0.7003,云驰,头戴耳机,差旅通勤,2024-08-30T09:00:00+10:00
U01450,18-24,一线,0.7406,澄光,头戴耳机,学习办公,2025-01-23T09:00:00+10:00
U01451,18-24,一线,0.1834,澄光,笔记本电脑,轻度游戏,2025-11-05T09:00:00+10:00
U01452,18-24,二线,0.4808,岚川,平板电脑,差旅通勤,2025-02-19T09:00:00+10:00
U01453,25-34,新一线,0.8877,岚川,平板电脑,编程开发,2024-07-05T09:00:00+10:00
U01454,25-34,新一线,0.0761,森屿,显示器,学习办公,2026-04-26T09:00:00+10:00
U01455,25-34,新一线,0.3157,矩阵,平板电脑,差旅通勤,2026-03-19T09:00:00+10:00
U01456,25-34,二线,0.859,岚川,笔记本电脑,学习办公,2025-01-07T09:00:00+10:00
U01457,45+,一线,0.5787,玄甲,笔记本电脑,学习办公,2024-04-17T09:00:00+10:00
U01458,18-24,二线,0.6909,澄光,智能手机,内容创作,2025-08-23T09:00:00+10:00
U01459,45+,三线及以下,0.0256,森屿,笔记本电脑,差旅通勤,2024-06-14T09:00:00+10:00
U01460,18-24,一线,0.5563,玄甲,笔记本电脑,影音娱乐,2026-07-07T09:00:00+10:00
U01461,18-24,二线,0.4856,星云,显示器,内容创作,2024-06-14T09:00:00+10:00
U01462,45+,一线,0.7813,森屿,键鼠套装,轻度游戏,2025-12-27T09:00:00+10:00
U01463,25-34,二线,0.3496,矩阵,键鼠套装,编程开发,2024-10-23T09:00:00+10:00
U01464,18-24,新一线,0.4424,矩阵,平板电脑,学习办公,2024-08-17T09:00:00+10:00
U01465,35-44,三线及以下,0.809,岚川,键鼠套装,影音娱乐,2025-09-23T09:00:00+10:00
U01466,18-24,二线,0.4817,极昼,智能手机,编程开发,2024-07-01T09:00:00+10:00
U01467,18-24,新一线,0.6788,岚川,显示器,影音娱乐,2024-06-15T09:00:00+10:00
U01468,18-24,二线,0.7623,森屿,显示器,学习办公,2025-08-07T09:00:00+10:00
U01469,25-34,三线及以下,0.284,星云,智能手机,编程开发,2024-10-27T09:00:00+10:00
U01470,45+,一线,0.3636,澄光,平板电脑,轻度游戏,2026-02-03T09:00:00+10:00
U01471,18-24,二线,0.6059,星云,平板电脑,内容创作,2025-11-05T09:00:00+10:00
U01472,18-24,二线,0.3623,玄甲,智能手机,差旅通勤,2024-09-08T09:00:00+10:00
U01473,18-24,一线,0.6636,云驰,笔记本电脑,内容创作,2026-01-17T09:00:00+10:00
U01474,35-44,三线及以下,0.5818,极昼,平板电脑,内容创作,2024-06-05T09:00:00+10:00
U01475,25-34,三线及以下,0.3573,玄甲,显示器,影音娱乐,2024-05-20T09:00:00+10:00
U01476,35-44,三线及以下,0.687,澄光,头戴耳机,编程开发,2024-12-08T09:00:00+10:00
U01477,25-34,一线,0.38,极昼,平板电脑,内容创作,2024-10-06T09:00:00+10:00
U01478,25-34,新一线,0.2801,极昼,智能手机,内容创作,2025-12-13T09:00:00+10:00
U01479,25-34,三线及以下,0.2953,玄甲,键鼠套装,轻度游戏,2026-01-12T09:00:00+10:00
U01480,25-34,一线,0.418,岚川,显示器,影音娱乐,2024-08-09T09:00:00+10:00
U01481,35-44,一线,0.4445,星云,头戴耳机,轻度游戏,2025-04-25T09:00:00+10:00
U01482,18-24,新一线,0.7538,极昼,智能手机,差旅通勤,2026-02-03T09:00:00+10:00
U01483,18-24,一线,0.6214,星云,笔记本电脑,影音娱乐,2025-05-02T09:00:00+10:00
U01484,35-44,新一线,0.3027,矩阵,笔记本电脑,内容创作,2024-10-16T09:00:00+10:00
U01485,25-34,三线及以下,0.3663,玄甲,键鼠套装,编程开发,2024-09-11T09:00:00+10:00
U01486,35-44,二线,0.8548,岚川,显示器,轻度游戏,2025-05-01T09:00:00+10:00
U01487,35-44,一线,0.5958,云驰,键鼠套装,差旅通勤,2024-06-01T09:00:00+10:00
U01488,25-34,二线,0.4709,矩阵,笔记本电脑,差旅通勤,2026-05-23T09:00:00+10:00
U01489,25-34,三线及以下,0.673,岚川,键鼠套装,编程开发,2025-05-29T09:00:00+10:00
U01490,35-44,二线,0.7878,岚川,智能手机,影音娱乐,2025-05-03T09:00:00+10:00
U01491,35-44,一线,0.3114,澄光,头戴耳机,差旅通勤,2026-01-25T09:00:00+10:00
U01492,18-24,一线,0.8573,星云,笔记本电脑,影音娱乐,2026-03-30T09:00:00+10:00
U01493,35-44,三线及以下,0.1573,星云,头戴耳机,内容创作,2026-01-10T09:00:00+10:00
U01494,45+,二线,0.468,澄光,键鼠套装,影音娱乐,2024-04-04T09:00:00+10:00
U01495,45+,新一线,0.5979,森屿,键鼠套装,轻度游戏,2025-12-27T09:00:00+10:00
U01496,25-34,三线及以下,0.6057,极昼,显示器,轻度游戏,2025-08-18T09:00:00+10:00
U01497,25-34,三线及以下,0.2145,极昼,键鼠套装,编程开发,2024-06-20T09:00:00+10:00
U01498,35-44,一线,0.7929,云驰,显示器,学习办公,2025-04-30T09:00:00+10:00
U01499,18-24,二线,0.0617,云驰,笔记本电脑,轻度游戏,2024-10-23T09:00:00+10:00
U01500,25-34,新一线,0.3228,岚川,头戴耳机,影音娱乐,2025-03-21T09:00:00+10:00
U01501,18-24,二线,0.5278,森屿,平板电脑,编程开发,2025-01-20T09:00:00+10:00
U01502,25-34,二线,0.5774,岚川,头戴耳机,内容创作,2025-09-25T09:00:00+10:00
U01503,25-34,三线及以下,0.503,云驰,键鼠套装,编程开发,2024-03-25T09:00:00+10:00
U01504,25-34,二线,0.6796,森屿,显示器,轻度游戏,2026-07-24T09:00:00+10:00
U01505,25-34,新一线,0.5039,云驰,键鼠套装,差旅通勤,2025-07-21T09:00:00+10:00
