product_id,category,brand,name,price,original_price,rating,review_count,sales_count,stock,performance,battery,portability,display,camera,audio,gaming,office,connectivity,quality,sustainability,release_days,description,highlights,limitations
P00390,头戴耳机,岚川,岚川 One 39,2199,2399,4.1,888,5828,1129,0.6032,0.8357,0.4793,0.5663,0.7317,0.4399,0.6056,0.5485,0.8409,0.5892,0.6028,723,面向影音娱乐场景的头戴耳机，主打连接稳定、续航持久、品质可靠。,连接稳定、续航持久、品质可靠,若特别在意音质和降噪好，建议对比同价位其他型号。
P00391,头戴耳机,云驰,云驰 Go 40,1899,1999,4.5,13,263,400,0.5623,0.8836,0.5497,0.5109,0.7314,0.4565,0.5671,0.5591,0.9149,0.7882,0.5663,566,面向编程开发场景的头戴耳机，主打连接稳定、续航持久、品质可靠。,连接稳定、续航持久、品质可靠,若特别在意音质和降噪好，建议对比同价位其他型号。
P00392,头戴耳机,岚川,岚川 Studio 41,2199,2599,4.6,132,940,1034,0.7013,0.8578,0.7172,0.5388,0.535,0.7944,0.6973,0.7583,0.8497,0.7004,0.2212,169,面向学习办公场景的头戴耳机，主打续航持久、连接稳定、音质和降噪好。,续航持久、连接稳定、音质和降噪好,若特别在意品质可靠，建议对比同价位其他型号。
P00393,头戴耳机,星云,星云 Air 42,1999,2099,4.3,82,1878,1599,0.6783,0.6384,0.6852,0.6895,0.5369,0.7652,0.6364,0.8225,0.5103,0.5745,0.4093,822,面向内容创作场景的头戴耳机，主打音质和降噪好、轻便易携带、续航持久。,音质和降噪好、轻便易携带、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00394,头戴耳机,森屿,森屿 Pro 43,999,1099,3.9,39,300,1222,0.3642,0.6066,0.5907,0.6829,0.4278,0.7076,0.4569,0.426,0.3864,0.2951,0.6471,209,面向差旅通勤场景的头戴耳机，主打音质和降噪好、续航持久、轻便易携带。,音质和降噪好、续航持久、轻便易携带,若特别在意品质可靠，建议对比同价位其他型号。
P00395,头戴耳机,矩阵,矩阵 Max 44,2199,2499,4.5,27,458,175,0.5906,0.5452,0.4995,0.65,0.4786,1.0,0.6079,0.7288,0.9026,0.7606,0.6007,687,面向影音娱乐场景的头戴耳机，主打音质和降噪好、连接稳定、品质可靠。,音质和降噪好、连接稳定、品质可靠,若特别在意轻便易携带，建议对比同价位其他型号。
P00396,头戴耳机,矩阵,矩阵 Neo 45,2299,2499,4.6,24,236,1434,0.6759,0.8262,0.7436,0.8103,0.9627,0.7492,0.5587,0.5855,0.6659,0.7231,0.7018,187,面向学习办公场景的头戴耳机，主打续航持久、音质和降噪好、轻便易携带。,续航持久、音质和降噪好、轻便易携带,若特别在意连接稳定，建议对比同价位其他型号。
P00397,头戴耳机,澄光,澄光 S 46,1499,1699,4.5,8,105,475,0.1957,0.6005,0.5003,0.5365,0.3668,0.2117,0.6072,0.6415,0.7435,0.6203,0.3162,421,面向差旅通勤场景的头戴耳机，主打连接稳定、品质可靠、续航持久。,连接稳定、品质可靠、续航持久,若特别在意音质和降噪好，建议对比同价位其他型号。
P00398,头戴耳机,澄光,澄光 One 47,2599,2799,4.9,51,453,1510,0.64,0.6776,0.7709,0.559,0.8525,0.8286,0.5034,0.6067,0.9236,0.9268,0.6494,488,面向轻度游戏场景的头戴耳机，主打品质可靠、连接稳定、音质和降噪好。,品质可靠、连接稳定、音质和降噪好,若特别在意续航持久，建议对比同价位其他型号。
P00399,头戴耳机,极昼,极昼 Go 48,2299,2499,4.6,963,5666,858,0.6947,0.768,1.0,0.5509,0.8591,0.6088,0.6845,0.6876,0.9273,1.0,0.579,851,面向差旅通勤场景的头戴耳机，主打轻便易携带、品质可靠、连接稳定。,轻便易携带、品质可靠、连接稳定,若特别在意音质和降噪好，建议对比同价位其他型号。
P00400,头戴耳机,玄甲,玄甲 Studio 49,1799,1999,4.4,118,848,1663,0.5096,0.6527,0.5884,0.3982,0.5179,0.8236,0.371,0.366,0.7873,0.6915,0.5211,33,面向影音娱乐场景的头戴耳机，主打音质和降噪好、连接稳定、品质可靠。,音质和降噪好、连接稳定、品质可靠,若特别在意轻便易携带，建议对比同价位其他型号。
P00401,头戴耳机,极昼,极昼 Air 50,399,499,4.4,303,4302,832,0.0463,0.63,0.5542,0.4598,0.3519,0.3299,0.2618,0.3953,0.5187,0.4712,0.5068,809,面向内容创作场景的头戴耳机，主打续航持久、轻便易携带、连接稳定。,续航持久、轻便易携带、连接稳定,若特别在意音质和降噪好，建议对比同价位其他型号。
P00402,头戴耳机,森屿,森屿 Pro 51,799,999,4.1,180,3230,1496,0.1821,0.6025,0.6172,0.3496,0.4799,0.667,0.2615,0.3888,0.4051,0.3468,0.3506,365,面向内容创作场景的头戴耳机，主打音质和降噪好、轻便易携带、续航持久。,音质和降噪好、轻便易携带、续航持久,若特别在意品质可靠，建议对比同价位其他型号。
P00403,头戴耳机,玄甲,玄甲 Max 52,1999,2199,4.4,43,419,711,0.5492,0.7817,0.7038,0.4337,0.6764,0.8077,0.5346,0.5271,0.5778,0.8481,0.7893,784,面向学习办公场景的头戴耳机，主打品质可靠、音质和降噪好、续航持久。,品质可靠、音质和降噪好、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00404,头戴耳机,岚川,岚川 Neo 53,1199,1399,4.5,131,1693,819,0.3065,0.5338,0.2154,0.3623,0.2991,0.5716,0.2076,0.5585,0.6586,0.6235,0.4993,322,面向内容创作场景的头戴耳机，主打连接稳定、品质可靠、音质和降噪好。,连接稳定、品质可靠、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00405,头戴耳机,极昼,极昼 S 54,1299,1399,4.3,470,2998,988,0.3079,0.4708,0.785,0.286,0.3791,0.5543,0.3523,0.4615,0.5213,0.4674,0.5775,533,面向学习办公场景的头戴耳机，主打轻便易携带、音质和降噪好、连接稳定。,轻便易携带、音质和降噪好、连接稳定,若特别在意品质可靠，建议对比同价位其他型号。
P00406,头戴耳机,云驰,云驰 One 55,1299,1499,4.4,106,1138,1641,0.1702,0.4123,0.4505,0.7913,0.1931,0.7019,0.4817,0.7936,0.7246,0.4623,0.4518,372,面向轻度游戏场景的头戴耳机，主打连接稳定、音质和降噪好、品质可靠。,连接稳定、音质和降噪好、品质可靠,若特别在意续航持久，建议对比同价位其他型号。
P00407,头戴耳机,极昼,极昼 Go 56,1499,1599,4.4,24,381,1402,0.3417,0.9118,0.5547,0.2937,0.4416,0.414,0.5681,0.4912,0.6891,0.4569,0.5206,678,面向影音娱乐场景的头戴耳机，主打续航持久、连接稳定、轻便易携带。,续航持久、连接稳定、轻便易携带,若特别在意音质和降噪好，建议对比同价位其他型号。
P00408,头戴耳机,云驰,云驰 Studio 57,2399,2899,4.4,8,142,1307,0.5853,0.7929,0.8885,0.7962,0.6159,0.6961,0.4674,0.7168,0.8523,0.7963,0.8061,47,面向影音娱乐场景的头戴耳机，主打轻便易携带、连接稳定、品质可靠。,轻便易携带、连接稳定、品质可靠,若特别在意音质和降噪好，建议对比同价位其他型号。
P00409,头戴耳机,玄甲,玄甲 Air 58,1799,1899,4.4,12,148,708,0.5746,0.8397,0.5068,0.7331,0.6175,0.7963,0.4163,0.5151,0.787,0.5158,0.3356,252,面向差旅通勤场景的头戴耳机，主打续航持久、音质和降噪好、连接稳定。,续航持久、音质和降噪好、连接稳定,若特别在意轻便易携带，建议对比同价位其他型号。
P00410,头戴耳机,岚川,岚川 Pro 59,2599,2899,4.4,54,572,1636,0.5705,0.9049,1.0,0.5723,0.8443,0.9204,1.0,0.6603,0.7972,0.7133,0.8128,205,面向影音娱乐场景的头戴耳机，主打轻便易携带、音质和降噪好、续航持久。,轻便易携带、音质和降噪好、续航持久,若特别在意品质可靠，建议对比同价位其他型号。
P00411,头戴耳机,森屿,森屿 Max 60,1699,1799,4.5,19,121,1618,0.5676,0.5907,0.5847,0.5696,0.4862,0.6542,0.572,0.6319,0.4037,0.54,0.4962,868,面向影音娱乐场景的头戴耳机，主打音质和降噪好、续航持久、轻便易携带。,音质和降噪好、续航持久、轻便易携带,若特别在意连接稳定，建议对比同价位其他型号。
P00412,头戴耳机,极昼,极昼 Neo 61,799,799,4.4,34,200,1395,0.4797,0.2774,0.5243,0.6143,0.3633,0.2715,0.4386,0.3144,0.4224,0.4591,0.2899,193,面向学习办公场景的头戴耳机，主打轻便易携带、品质可靠、连接稳定。,轻便易携带、品质可靠、连接稳定,若特别在意音质和降噪好，建议对比同价位其他型号。
P00413,头戴耳机,矩阵,矩阵 S 62,699,699,4.6,651,4029,1615,0.3396,0.1771,0.253,0.4268,0.5085,0.4905,0.5021,0.2573,0.4493,0.654,0.3901,899,面向学习办公场景的头戴耳机，主打品质可靠、音质和降噪好、连接稳定。,品质可靠、音质和降噪好、连接稳定,若特别在意续航持久，建议对比同价位其他型号。
P00414,头戴耳机,矩阵,矩阵 One 63,2899,3399,4.4,20,239,239,0.4755,0.8188,0.8734,0.651,0.5983,0.8607,0.7513,0.7803,0.9783,0.6633,0.8211,428,面向轻度游戏场景的头戴耳机，主打连接稳定、轻便易携带、音质和降噪好。,连接稳定、轻便易携带、音质和降噪好,若特别在意品质可靠，建议对比同价位其他型号。
P00415,头戴耳机,玄甲,玄甲 Go 64,2399,2599,4.5,612,3976,1750,0.614,0.8015,0.7727,0.8113,0.4505,0.7921,0.5196,0.6364,0.988,0.5956,0.8545,647,面向影音娱乐场景的头戴耳机，主打连接稳定、续航持久、音质和降噪好。,连接稳定、续航持久、音质和降噪好,若特别在意品质可靠，建议对比同价位其他型号。
P00416,头戴耳机,澄光,澄光 Studio 65,1699,1999,4.3,187,1631,928,0.3544,0.7488,0.7691,0.4058,0.5114,0.5846,0.3676,0.4414,0.7698,0.5952,0.2503,534,面向内容创作场景的头戴耳机，主打连接稳定、轻便易携带、续航持久。,连接稳定、轻便易携带、续航持久,若特别在意音质和降噪好，建议对比同价位其他型号。
P00417,头戴耳机,玄甲,玄甲 Air 66,1799,2099,4.4,10,155,482,0.4085,0.4808,0.6958,0.7511,0.2973,0.7728,0.5052,0.5608,0.9997,0.5323,0.6082,164,面向差旅通勤场景的头戴耳机，主打连接稳定、音质和降噪好、轻便易携带。,连接稳定、音质和降噪好、轻便易携带,若特别在意续航持久，建议对比同价位其他型号。
P00418,头戴耳机,矩阵,矩阵 Pro 67,2999,3199,4.5,49,947,1775,0.9122,0.8613,0.996,0.7411,0.8358,0.7054,1.0,0.8026,0.9068,0.6888,0.8241,121,面向内容创作场景的头戴耳机，主打轻便易携带、连接稳定、续航持久。,轻便易携带、连接稳定、续航持久,若特别在意品质可靠，建议对比同价位其他型号。
P00419,头戴耳机,星云,星云 Max 68,899,899,4.2,14,245,1042,0.3012,0.5692,0.668,0.2959,0.5286,0.5482,0.3105,0.4421,0.3516,0.3441,0.5904,500,面向影音娱乐场景的头戴耳机，主打轻便易携带、续航持久、音质和降噪好。,轻便易携带、续航持久、音质和降噪好,若特别在意品质可靠，建议对比同价位其他型号。
P00420,头戴耳机,极昼,极昼 Neo 69,699,799,4.2,108,720,1243,0.3166,0.3683,0.4317,0.2001,0.3731,0.5285,0.2524,0.3687,0.6695,0.458,0.2446,260,面向学习办公场景的头戴耳机，主打连接稳定、音质和降噪好、品质可靠。,连接稳定、音质和降噪好、品质可靠,若特别在意续航持久，建议对比同价位其他型号。
P00421,头戴耳机,矩阵,矩阵 S 70,1799,2099,4.1,117,1304,1042,0.612,0.6348,0.839,0.5929,0.6186,0.4641,0.308,0.6299,0.6147,0.5493,0.5215,14,面向轻度游戏场景的头戴耳机，主打轻便易携带、续航持久、连接稳定。,轻便易携带、续航持久、连接稳定,若特别在意音质和降噪好，建议对比同价位其他型号。
P00422,头戴耳机,极昼,极昼 One 71,2299,2499,4.8,74,1004,1449,0.7564,0.6296,0.8973,0.565,0.6742,0.9217,0.7194,0.4366,0.6708,1.0,0.6716,225,面向内容创作场景的头戴耳机，主打品质可靠、音质和降噪好、轻便易携带。,品质可靠、音质和降噪好、轻便易携带,若特别在意续航持久，建议对比同价位其他型号。
P00423,头戴耳机,岚川,岚川 Go 72,599,699,4.4,60,1118,420,0.2625,0.2718,0.2427,0.2988,0.4186,0.2842,0.3565,0.251,0.4032,0.397,0.3203,544,面向影音娱乐场景的头戴耳机，主打连接稳定、品质可靠、音质和降噪好。,连接稳定、品质可靠、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00424,头戴耳机,矩阵,矩阵 Studio 73,1999,2099,4.3,104,987,795,0.376,0.6009,0.7622,0.2208,0.6157,0.6858,0.4436,0.5124,0.391,0.4516,0.356,416,面向影音娱乐场景的头戴耳机，主打轻便易携带、音质和降噪好、续航持久。,轻便易携带、音质和降噪好、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00425,头戴耳机,云驰,云驰 Air 74,2599,2999,4.8,891,6395,1614,0.8572,0.9231,0.7247,0.772,0.7465,0.6369,0.6421,0.6052,0.7039,0.9221,0.6758,414,面向编程开发场景的头戴耳机，主打续航持久、品质可靠、轻便易携带。,续航持久、品质可靠、轻便易携带,若特别在意音质和降噪好，建议对比同价位其他型号。
P00426,头戴耳机,云驰,云驰 Pro 75,1299,1399,4.9,9,184,1202,0.6361,0.596,0.4555,0.4602,0.2923,0.3234,0.4248,0.5176,0.5273,0.7559,0.4884,465,面向学习办公场景的头戴耳机，主打品质可靠、续航持久、连接稳定。,品质可靠、续航持久、连接稳定,若特别在意音质和降噪好，建议对比同价位其他型号。
P00427,头戴耳机,极昼,极昼 Max 76,1899,1999,4.5,19,123,1293,0.6019,0.6943,0.5748,0.5259,0.7411,0.6376,0.4429,0.6766,0.632,0.7418,0.6079,603,面向编程开发场景的头戴耳机，主打品质可靠、续航持久、音质和降噪好。,品质可靠、续航持久、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00428,头戴耳机,森屿,森屿 Neo 77,1699,1899,4.3,521,4683,201,0.6515,0.5617,0.6804,0.5073,0.1143,0.6038,0.472,0.3588,0.6375,0.5337,0.699,437,面向轻度游戏场景的头戴耳机，主打轻便易携带、连接稳定、音质和降噪好。,轻便易携带、连接稳定、音质和降噪好,若特别在意品质可靠，建议对比同价位其他型号。
P00429,头戴耳机,矩阵,矩阵 S 78,1499,1699,4.6,178,3425,30,0.3855,0.652,0.7598,0.343,0.2796,0.7894,0.5427,0.4014,0.4531,0.7826,0.3774,183,面向影音娱乐场景的头戴耳机，主打音质和降噪好、品质可靠、轻便易携带。,音质和降噪好、品质可靠、轻便易携带,若特别在意连接稳定，建议对比同价位其他型号。
P00430,头戴耳机,云驰,云驰 One 79,1399,1499,4.2,18,336,657,0.1835,0.5175,0.9095,0.4155,0.689,0.6038,0.4306,0.4126,0.4024,0.388,0.4963,717,面向学习办公场景的头戴耳机，主打轻便易携带、音质和降噪好、续航持久。,轻便易携带、音质和降噪好、续航持久,若特别在意品质可靠，建议对比同价位其他型号。
P00431,头戴耳机,星云,星云 Go 80,1499,1699,4.2,56,842,799,0.1944,0.2779,0.6327,0.6216,0.4855,0.4807,0.412,0.1876,0.5641,0.4125,0.5237,258,面向轻度游戏场景的头戴耳机，主打轻便易携带、连接稳定、音质和降噪好。,轻便易携带、连接稳定、音质和降噪好,若特别在意续航持久，建议对比同价位其他型号。
P00432,头戴耳机,岚川,岚川 Studio 81,699,799,4.2,14,80,361,0.2448,0.3429,0.2621,0.4896,0.3457,0.5265,0.3597,0.4224,0.2922,0.4759,0.343,581,面向内容创作场景的头戴耳机，主打音质和降噪好、品质可靠、续航持久。,音质和降噪好、品质可靠、续航持久,若特别在意轻便易携带，建议对比同价位其他型号。
P00433,头戴耳机,岚川,岚川 Air 82,1699,1799,4.4,11,145,114,0.4352,0.7726,0.5744,0.5132,0.4838,0.6919,0.5902,0.4478,1.0,0.5798,0.7066,695,面向轻度游戏场景的头戴耳机，主打连接稳定、续航持久、音质和降噪好。,连接稳定、续航持久、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00434,头戴耳机,玄甲,玄甲 Pro 83,2499,2599,4.6,8,103,1736,0.6697,0.9954,0.6867,0.6528,0.4285,0.6859,0.7429,0.5675,0.5945,0.759,0.7,898,面向差旅通勤场景的头戴耳机，主打续航持久、品质可靠、轻便易携带。,续航持久、品质可靠、轻便易携带,若特别在意连接稳定，建议对比同价位其他型号。
P00435,头戴耳机,玄甲,玄甲 Max 84,1499,1699,4.5,78,634,336,0.5379,0.3581,0.6404,0.5663,0.5356,0.5427,0.5919,0.5169,0.4504,0.7529,0.4753,351,面向差旅通勤场景的头戴耳机，主打品质可靠、轻便易携带、音质和降噪好。,品质可靠、轻便易携带、音质和降噪好,若特别在意续航持久，建议对比同价位其他型号。
P00436,头戴耳机,岚川,岚川 Neo 85,1199,1299,4.2,439,2793,1350,0.4787,0.6552,0.588,0.4157,0.1285,0.6465,0.4525,0.584,0.6233,0.5124,0.252,324,面向影音娱乐场景的头戴耳机，主打续航持久、音质和降噪好、连接稳定。,续航持久、音质和降噪好、连接稳定,若特别在意品质可靠，建议对比同价位其他型号。
P00437,头戴耳机,云驰,云驰 S 86,1799,1999,4.2,50,555,451,0.6256,0.4958,0.5942,0.5972,0.4468,0.5433,0.3982,0.4568,0.5631,0.6173,0.5792,259,面向学习办公场景的头戴耳机，主打品质可靠、轻便易携带、连接稳定。,品质可靠、轻便易携带、连接稳定,若特别在意续航持久，建议对比同价位其他型号。
P00438,头戴耳机,云驰,云驰 One 87,2099,2199,4.7,8,75,405,0.5192,0.5873,0.8887,0.5164,0.8035,0.6734,0.6438,0.5057,0.8117,0.6979,0.4156,896,面向轻度游戏场景的头戴耳机，主打轻便易携带、连接稳定、品质可靠。,轻便易携带、连接稳定、品质可靠,若特别在意续航持久，建议对比同价位其他型号。
P00439,头戴耳机,极昼,极昼 Go 88,1899,1999,4.3,41,369,234,0.6637,0.7893,0.6448,0.6624,0.5408,0.6121,0.2637,0.5048,0.5109,0.7151,0.4711,145,面向学习办公场景的头戴耳机，主打续航持久、品质可靠、轻便易携带。,续航持久、品质可靠、轻便易携带,若特别在意连接稳定，建议对比同价位其他型号。
P00440,头戴耳机,森屿,森屿 Studio 89,1799,2099,4.7,484,3541,600,0.5207,0.6516,0.7552,0.2897,0.3579,0.4046,0.7996,0.4572,0.7944,0.8443,0.1499,364,面向内容创作场景的头戴耳机，主打品质可靠、连接稳定、轻便易携带。,品质可靠、连接稳定、轻便易携带,若特别在意音质和降噪好，建议对比同价位其他型号。
P00441,头戴耳机,澄光,澄光 Air 90,2799,3199,4.5,230,1405,1174,0.6734,0.812,0.674,0.7861,0.6415,0.895,0.8996,0.7843,0.8166,0.8129,0.8852,574,面向学习办公场景的头戴耳机，主打音质和降噪好、连接稳定、品质可靠。,音质和降噪好、连接稳定、品质可靠,若特别在意轻便易携带，建议对比同价位其他型号。
P00442,头戴耳机,森屿,森屿 Pro 91,1799,1999,4.4,196,1215,955,0.4335,0.7221,0.7449,0.7971,0.4994,0.7859,0.5976,0.5992,0.7628,0.6847,0.6308,395,面向学习办公场景的头戴耳机，主打音质和降噪好、连接稳定、轻便易携带。,音质和降噪好、连接稳定、轻便易携带,若特别在意品质可靠，建议对比同价位其他型号。
P00443,头戴耳机,森屿,森屿 Max 92,1199,1299,4.4,19,226,1187,0.2524,0.4125,0.2922,0.4275,0.3054,0.5652,0.3726,0.4898,0.6126,0.3698,0.5714,84,面向内容创作场景的头戴耳机，主打连接稳定、音质和降噪好、续航持久。,连接稳定、音质和降噪好、续航持久,若特别在意轻便易携带，建议对比同价位其他型号。
P00444,头戴耳机,森屿,森屿 Neo 93,2599,2899,4.7,42,325,547,0.7098,0.8994,0.9236,0.3758,0.8277,0.9722,0.387,0.702,0.6988,0.7733,0.4784,127,面向编程开发场景的头戴耳机，主打音质和降噪好、轻便易携带、续航持久。,音质和降噪好、轻便易携带、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00445,头戴耳机,澄光,澄光 S 94,1699,1999,4.7,42,489,74,0.3627,0.706,0.5856,0.5783,0.5329,0.5934,0.7395,0.4396,0.4082,0.8111,0.6768,379,面向内容创作场景的头戴耳机，主打品质可靠、续航持久、音质和降噪好。,品质可靠、续航持久、音质和降噪好,若特别在意连接稳定，建议对比同价位其他型号。
P00446,头戴耳机,岚川,岚川 One 95,1099,1299,4.2,22,209,454,0.3678,0.4345,0.8521,0.2073,0.314,0.6467,0.2252,0.2515,0.5828,0.5935,0.2921,447,面向学习办公场景的头戴耳机，主打轻便易携带、音质和降噪好、品质可靠。,轻便易携带、音质和降噪好、品质可靠,若特别在意续航持久，建议对比同价位其他型号。
P00447,头戴耳机,星云,星云 Go 96,2299,2599,4.9,656,4042,331,0.3129,0.825,0.6039,0.3558,0.5193,0.8316,0.6332,0.3632,0.8725,0.8513,0.4562,610,面向差旅通勤场景的头戴耳机，主打连接稳定、品质可靠、音质和降噪好。,连接稳定、品质可靠、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00448,头戴耳机,矩阵,矩阵 Studio 97,2399,2599,4.5,677,5351,1090,0.3287,0.6025,0.6734,0.4079,0.4796,0.6904,0.6501,0.5946,0.7021,0.6922,0.4874,660,面向学习办公场景的头戴耳机，主打连接稳定、品质可靠、音质和降噪好。,连接稳定、品质可靠、音质和降噪好,若特别在意续航持久，建议对比同价位其他型号。
P00449,头戴耳机,玄甲,玄甲 Air 98,1499,1699,4.4,405,6279,102,0.5826,0.657,0.6465,0.3247,0.2501,0.602,0.3397,0.3753,0.5334,0.5881,0.3477,823,面向轻度游戏场景的头戴耳机，主打续航持久、轻便易携带、音质和降噪好。,续航持久、轻便易携带、音质和降噪好,若特别在意连接稳定，建议对比同价位其他型号。
P00450,头戴耳机,极昼,极昼 Pro 10,2299,2499,4.4,20,357,867,0.9194,0.9118,0.608,0.7241,0.5034,0.7003,0.4758,0.432,0.7288,0.6693,0.6752,787,面向轻度游戏场景的头戴耳机，主打续航持久、连接稳定、音质和降噪好。,续航持久、连接稳定、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00451,头戴耳机,云驰,云驰 Max 11,2199,2299,4.4,10,69,1145,0.369,0.8349,0.7307,0.5948,0.8435,0.7017,0.5682,0.5058,0.5299,0.6734,0.6385,781,面向轻度游戏场景的头戴耳机，主打续航持久、轻便易携带、音质和降噪好。,续航持久、轻便易携带、音质和降噪好,若特别在意连接稳定，建议对比同价位其他型号。
P00452,头戴耳机,岚川,岚川 Neo 12,2999,3199,4.4,154,1390,1073,0.6494,0.8741,0.9931,0.7156,0.6224,0.8555,0.8054,0.8294,0.8941,0.6575,0.6627,82,面向编程开发场景的头戴耳机，主打轻便易携带、连接稳定、续航持久。,轻便易携带、连接稳定、续航持久,若特别在意品质可靠，建议对比同价位其他型号。
P00453,头戴耳机,矩阵,矩阵 S 13,1299,1399,4.1,8,132,1442,0.2268,0.399,0.7702,0.3791,0.5715,0.7496,0.2722,0.473,0.6119,0.4215,0.4436,886,面向学习办公场景的头戴耳机，主打轻便易携带、音质和降噪好、连接稳定。,轻便易携带、音质和降噪好、连接稳定,若特别在意续航持久，建议对比同价位其他型号。
P00454,头戴耳机,岚川,岚川 One 14,2399,2599,4.3,181,4161,1184,0.6749,0.8239,0.5864,0.5615,0.692,0.8544,0.7095,0.5022,0.7775,0.5741,0.6458,139,面向差旅通勤场景的头戴耳机，主打音质和降噪好、续航持久、连接稳定。,音质和降噪好、续航持久、连接稳定,若特别在意品质可靠，建议对比同价位其他型号。
P00455,头戴耳机,云驰,云驰 Go 15,1199,1399,4.5,53,761,1440,0.3805,0.6027,0.5096,0.401,0.4021,0.4971,0.4409,0.5117,0.3838,0.6425,0.3869,70,面向轻度游戏场景的头戴耳机，主打品质可靠、续航持久、轻便易携带。,品质可靠、续航持久、轻便易携带,若特别在意连接稳定，建议对比同价位其他型号。
P00456,头戴耳机,极昼,极昼 Studio 16,2399,2599,4.3,199,1353,410,0.4013,0.5431,0.8666,0.4869,0.5188,0.8441,0.403,0.6277,0.8428,0.7368,0.5874,775,面向轻度游戏场景的头戴耳机，主打轻便易携带、音质和降噪好、连接稳定。,轻便易携带、音质和降噪好、连接稳定,若特别在意续航持久，建议对比同价位其他型号。
P00457,头戴耳机,极昼,极昼 Air 17,2299,2799,4.5,144,1438,1005,0.3792,0.7025,0.6657,0.7261,0.3935,0.7412,0.708,0.7875,0.8557,0.7246,0.5228,703,面向差旅通勤场景的头戴耳机，主打连接稳定、音质和降噪好、品质可靠。,连接稳定、音质和降噪好、品质可靠,若特别在意轻便易携带，建议对比同价位其他型号。
P00458,头戴耳机,云驰,云驰 Pro 18,2399,2499,4.8,14,95,1234,0.7208,0.7713,0.8215,0.5813,0.8929,0.4587,0.5936,0.4994,0.8322,0.9337,0.6582,684,面向学习办公场景的头戴耳机，主打品质可靠、连接稳定、轻便易携带。,品质可靠、连接稳定、轻便易携带,若特别在意音质和降噪好，建议对比同价位其他型号。
P00459,头戴耳机,岚川,岚川 Max 19,2699,3199,4.4,8,104,1549,0.6549,0.8314,0.6073,0.7912,0.8924,0.8738,0.7,0.5106,1.0,0.8815,0.596,656,面向轻度游戏场景的头戴耳机，主打连接稳定、品质可靠、音质和降噪好。,连接稳定、品质可靠、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00460,头戴耳机,澄光,澄光 Neo 20,699,799,4.2,14,121,445,0.4915,0.4874,0.5118,0.537,0.058,0.4662,0.4599,0.2991,0.6076,0.4219,0.3668,101,面向轻度游戏场景的头戴耳机，主打连接稳定、轻便易携带、续航持久。,连接稳定、轻便易携带、续航持久,若特别在意品质可靠，建议对比同价位其他型号。
P00461,头戴耳机,岚川,岚川 S 21,1599,1799,4.3,8,172,464,0.4182,0.897,0.5827,0.5375,0.5479,0.8767,0.1957,0.564,0.7656,0.3824,0.106,271,面向学习办公场景的头戴耳机，主打续航持久、音质和降噪好、连接稳定。,续航持久、音质和降噪好、连接稳定,若特别在意品质可靠，建议对比同价位其他型号。
P00462,头戴耳机,澄光,澄光 One 22,1899,2199,4.4,487,2805,1607,0.6969,0.4737,0.6595,0.6952,0.4966,0.9251,0.3613,0.3818,0.7249,0.6953,0.4685,792,面向差旅通勤场景的头戴耳机，主打音质和降噪好、连接稳定、品质可靠。,音质和降噪好、连接稳定、品质可靠,若特别在意续航持久，建议对比同价位其他型号。
P00463,头戴耳机,岚川,岚川 Go 23,1599,1799,4.2,21,142,1141,0.4869,0.6914,0.6095,0.5055,0.3291,0.4956,0.5297,0.4016,0.6979,0.317,0.5913,156,面向编程开发场景的头戴耳机，主打连接稳定、续航持久、轻便易携带。,连接稳定、续航持久、轻便易携带,若特别在意品质可靠，建议对比同价位其他型号。
P00464,头戴耳机,星云,星云 Studio 24,799,899,4.2,136,1729,1754,0.1888,0.2853,0.3474,0.4545,0.3461,0.3656,0.3084,0.5732,0.2823,0.2695,0.1946,617,面向内容创作场景的头戴耳机，主打音质和降噪好、轻便易携带、续航持久。,音质和降噪好、轻便易携带、续航持久,若特别在意品质可靠，建议对比同价位其他型号。
P00465,头戴耳机,岚川,岚川 Air 25,1599,1699,4.4,8,86,1670,0.3966,0.5651,0.8567,0.5566,0.6008,0.9167,0.445,0.577,0.7539,0.5517,0.4332,23,面向影音娱乐场景的头戴耳机，主打音质和降噪好、轻便易携带、连接稳定。,音质和降噪好、轻便易携带、连接稳定,若特别在意品质可靠，建议对比同价位其他型号。
P00466,头戴耳机,星云,星云 Pro 26,1099,1299,4.1,301,7139,661,0.1858,0.4152,0.6266,0.349,0.1685,0.5887,0.2844,0.3388,0.3245,0.4371,0.4139,711,面向学习办公场景的头戴耳机，主打轻便易携带、音质和降噪好、品质可靠。,轻便易携带、音质和降噪好、品质可靠,若特别在意连接稳定，建议对比同价位其他型号。
